feedback_id,customer_id,shipment_id,rating,complaint_flag,feedback_text,response_time_hr,feedback_date
23848,1989,23848,1,1,Service feedback 23848,35.48,2024-08-08
23849,2830,23849,5,1,Service feedback 23849,56.42,2024-04-14
23850,3127,23850,4,1,Service feedback 23850,24.5,2024-10-24
23851,4932,23851,1,1,Service feedback 23851,68.51,2024-09-19
23852,872,23852,2,0,Service feedback 23852,32.42,2024-06-02
23853,651,23853,5,0,Service feedback 23853,44.87,2024-06-03
23854,4716,23854,2,1,Service feedback 23854,1.95,2024-03-23
23855,813,23855,5,0,Service feedback 23855,60.3,2024-07-04
23856,805,23856,1,0,Service feedback 23856,66.6,2024-02-08
23857,3454,23857,5,0,Service feedback 23857,11.58,2024-05-25
23858,4173,23858,1,1,Service feedback 23858,1.96,2024-07-18
23859,1784,23859,1,1,Service feedback 23859,16.34,2024-01-11
23860,492,23860,1,0,Service feedback 23860,51.89,2024-01-01
23861,1801,23861,2,1,Service feedback 23861,34.15,2024-10-25
23862,3996,23862,1,0,Service feedback 23862,19.9,2024-10-12
23863,668,23863,2,0,Service feedback 23863,40.76,2024-07-23
23864,4606,23864,2,0,Service feedback 23864,55.37,2024-01-16
23865,3907,23865,5,1,Service feedback 23865,30.86,2024-12-21
23866,1364,23866,2,0,Service feedback 23866,48.92,2024-01-19
23867,4935,23867,3,0,Service feedback 23867,21.72,2024-03-12
23868,583,23868,2,0,Service feedback 23868,10.39,2024-01-25
23869,4510,23869,4,1,Service feedback 23869,18.57,2024-09-29
23870,3986,23870,4,0,Service feedback 23870,14.58,2024-11-23
23871,4078,23871,3,1,Service feedback 23871,70.13,2024-12-15
23872,1078,23872,3,1,Service feedback 23872,58.22,2024-05-28
23873,575,23873,5,0,Service feedback 23873,32.09,2025-01-23
23874,1607,23874,2,0,Service feedback 23874,52.53,2024-02-26
23875,1817,23875,1,0,Service feedback 23875,18.81,2024-05-28
23876,481,23876,3,1,Service feedback 23876,21.01,2024-09-01
23877,2394,23877,4,0,Service feedback 23877,43.43,2024-09-27
23878,4690,23878,4,1,Service feedback 23878,39.2,2024-02-04
23879,3910,23879,2,0,Service feedback 23879,9.15,2024-06-08
23880,3844,23880,1,1,Service feedback 23880,27.86,2024-12-12
23881,960,23881,2,1,Service feedback 23881,16.84,2025-01-24
23882,249,23882,2,1,Service feedback 23882,53.3,2024-08-19
23883,4573,23883,1,1,Service feedback 23883,24.25,2024-09-17
23884,4718,23884,2,0,Service feedback 23884,66.73,2024-09-12
23885,2563,23885,1,0,Service feedback 23885,14.85,2024-09-10
23886,458,23886,3,1,Service feedback 23886,68.71,2024-01-21
23887,4490,23887,1,0,Service feedback 23887,56.98,2024-01-15
23888,2520,23888,4,1,Service feedback 23888,23.12,2025-01-22
23889,4404,23889,2,0,Service feedback 23889,63.5,2024-07-27
23890,2288,23890,4,1,Service feedback 23890,16.81,2024-08-13
23891,137,23891,5,0,Service feedback 23891,58.65,2024-10-24
23892,3004,23892,2,0,Service feedback 23892,21.26,2024-03-31
23893,1956,23893,3,1,Service feedback 23893,32.74,2024-10-24
23894,1588,23894,4,0,Service feedback 23894,10.94,2024-08-28
23895,3591,23895,4,0,Service feedback 23895,7.36,2024-06-14
23896,1448,23896,1,0,Service feedback 23896,19.33,2024-01-08
23897,3265,23897,1,1,Service feedback 23897,68.43,2024-09-04
23898,3202,23898,4,1,Service feedback 23898,32.07,2024-06-12
23899,3165,23899,5,0,Service feedback 23899,6.15,2025-01-03
23900,4564,23900,5,1,Service feedback 23900,14.48,2024-01-26
23901,4528,23901,1,0,Service feedback 23901,32.9,2024-10-16
23902,417,23902,4,1,Service feedback 23902,7.02,2024-03-07
23903,3890,23903,2,0,Service feedback 23903,20.16,2024-04-04
23904,1252,23904,4,1,Service feedback 23904,43.94,2024-01-15
23905,4418,23905,2,1,Service feedback 23905,29.89,2024-12-06
23906,2970,23906,1,0,Service feedback 23906,43.08,2024-04-17
23907,2214,23907,5,0,Service feedback 23907,47.02,2024-04-21
23908,4802,23908,1,0,Service feedback 23908,28.68,2024-04-14
23909,1313,23909,5,1,Service feedback 23909,55.23,2024-06-22
23910,1022,23910,5,0,Service feedback 23910,23.82,2024-02-28
23911,3504,23911,3,1,Service feedback 23911,16.51,2024-04-30
23912,1759,23912,1,0,Service feedback 23912,20.89,2024-09-16
23913,328,23913,5,0,Service feedback 23913,30.6,2024-11-20
23914,3756,23914,5,0,Service feedback 23914,64.01,2024-09-26
23915,1359,23915,2,0,Service feedback 23915,70.36,2024-12-11
23916,2977,23916,5,0,Service feedback 23916,15.71,2024-11-14
23917,1243,23917,2,0,Service feedback 23917,40.42,2024-02-18
23918,4381,23918,2,0,Service feedback 23918,57.75,2024-04-06
23919,4016,23919,4,0,Service feedback 23919,38.23,2024-03-15
23920,2562,23920,5,0,Service feedback 23920,45.47,2024-11-27
23921,2454,23921,4,0,Service feedback 23921,7.76,2024-01-20
23922,4304,23922,1,0,Service feedback 23922,3.02,2025-01-29
23923,139,23923,1,1,Service feedback 23923,16.58,2024-04-19
23924,3087,23924,2,0,Service feedback 23924,15.84,2024-12-09
23925,272,23925,3,0,Service feedback 23925,37.64,2024-07-25
23926,3928,23926,2,0,Service feedback 23926,14.16,2024-07-20
23927,3802,23927,4,1,Service feedback 23927,30.29,2024-06-30
23928,256,23928,1,1,Service feedback 23928,22.46,2024-11-20
23929,775,23929,2,1,Service feedback 23929,2.61,2024-03-31
23930,3914,23930,1,0,Service feedback 23930,15.98,2025-01-07
23931,1721,23931,3,1,Service feedback 23931,38.88,2025-01-08
23932,1233,23932,1,1,Service feedback 23932,64.18,2024-06-06
23933,4003,23933,1,0,Service feedback 23933,60.33,2024-11-24
23934,2326,23934,5,0,Service feedback 23934,21.01,2024-09-30
23935,4817,23935,4,0,Service feedback 23935,49.22,2024-03-01
23936,4354,23936,3,1,Service feedback 23936,11.82,2025-01-29
23937,1672,23937,3,1,Service feedback 23937,52.22,2024-09-02
23938,2295,23938,4,1,Service feedback 23938,67.68,2024-02-22
23939,4033,23939,3,1,Service feedback 23939,68.52,2024-11-04
23940,2060,23940,4,0,Service feedback 23940,2.29,2024-02-29
23941,2529,23941,4,0,Service feedback 23941,15.2,2024-11-17
23942,1330,23942,4,1,Service feedback 23942,23.56,2025-01-15
23943,1991,23943,5,0,Service feedback 23943,67.83,2024-07-06
23944,3322,23944,1,0,Service feedback 23944,65.09,2024-12-06
23945,224,23945,3,0,Service feedback 23945,32.98,2024-09-01
23946,4877,23946,2,0,Service feedback 23946,17.23,2024-03-01
23947,3873,23947,2,0,Service feedback 23947,2.55,2025-01-19
23948,2791,23948,5,1,Service feedback 23948,46.34,2024-11-29
23949,4692,23949,1,0,Service feedback 23949,68.06,2024-07-10
23950,4488,23950,1,1,Service feedback 23950,28.35,2024-05-22
23951,766,23951,5,1,Service feedback 23951,2.11,2024-11-28
23952,3576,23952,5,1,Service feedback 23952,56.98,2024-05-18
23953,213,23953,3,1,Service feedback 23953,39.91,2024-03-12
23954,192,23954,5,1,Service feedback 23954,8.01,2024-10-11
23955,3190,23955,3,1,Service feedback 23955,5.72,2024-10-07
23956,4831,23956,1,1,Service feedback 23956,44.95,2024-01-01
23957,3798,23957,5,0,Service feedback 23957,38.01,2024-07-07
23958,3808,23958,1,1,Service feedback 23958,50.31,2024-03-02
23959,1269,23959,2,0,Service feedback 23959,5.38,2024-05-20
23960,818,23960,1,0,Service feedback 23960,1.53,2025-01-24
23961,3769,23961,4,0,Service feedback 23961,58.1,2024-02-04
23962,1689,23962,3,1,Service feedback 23962,40.04,2024-01-11
23963,4107,23963,4,1,Service feedback 23963,50.9,2024-10-21
23964,217,23964,2,0,Service feedback 23964,20.14,2024-12-01
23965,3349,23965,5,1,Service feedback 23965,65.62,2024-12-27
23966,2965,23966,4,1,Service feedback 23966,41.94,2024-11-30
23967,2825,23967,2,0,Service feedback 23967,34.47,2024-09-23
23968,2208,23968,5,1,Service feedback 23968,14.77,2025-01-02
23969,4685,23969,4,0,Service feedback 23969,60.08,2025-02-01
23970,709,23970,5,1,Service feedback 23970,63.69,2025-01-04
23971,2449,23971,5,1,Service feedback 23971,58.47,2025-02-01
23972,3524,23972,3,1,Service feedback 23972,60.06,2024-07-02
23973,2913,23973,4,1,Service feedback 23973,55.37,2025-01-27
23974,1160,23974,3,1,Service feedback 23974,60.72,2024-05-12
23975,2744,23975,4,0,Service feedback 23975,61.46,2024-05-31
23976,293,23976,2,0,Service feedback 23976,51.21,2024-09-28
23977,2691,23977,3,0,Service feedback 23977,19.15,2025-01-02
23978,4263,23978,3,1,Service feedback 23978,12.99,2024-03-30
23979,4143,23979,4,1,Service feedback 23979,36.04,2024-11-28
23980,3254,23980,4,1,Service feedback 23980,19.73,2024-07-23
23981,793,23981,3,1,Service feedback 23981,29.28,2024-02-09
23982,2850,23982,4,1,Service feedback 23982,15.42,2024-08-09
23983,1795,23983,5,0,Service feedback 23983,21.66,2024-09-08
23984,4619,23984,3,0,Service feedback 23984,52.19,2024-10-08
23985,260,23985,3,0,Service feedback 23985,51.21,2024-02-11
23986,992,23986,4,1,Service feedback 23986,38.66,2024-04-16
23987,3575,23987,1,1,Service feedback 23987,67.22,2024-03-02
23988,1363,23988,4,0,Service feedback 23988,45.61,2024-08-17
23989,1804,23989,3,0,Service feedback 23989,50.69,2024-03-21
23990,2245,23990,2,1,Service feedback 23990,61.54,2024-10-04
23991,2515,23991,2,0,Service feedback 23991,35.47,2024-03-17
23992,3404,23992,4,0,Service feedback 23992,66.42,2024-11-13
23993,1055,23993,1,0,Service feedback 23993,7.42,2024-09-15
23994,604,23994,4,1,Service feedback 23994,10.51,2025-01-07
23995,4408,23995,2,0,Service feedback 23995,46.48,2024-05-25
23996,1641,23996,4,0,Service feedback 23996,20.76,2024-09-26
23997,1464,23997,3,1,Service feedback 23997,69.45,2024-05-01
23998,751,23998,1,0,Service feedback 23998,27.09,2024-06-06
23999,1200,23999,1,0,Service feedback 23999,7.58,2024-11-09
24000,3192,24000,2,1,Service feedback 24000,40.79,2025-01-21
24001,35,24001,1,1,Service feedback 24001,21.53,2024-08-19
24002,4009,24002,2,0,Service feedback 24002,21.46,2024-08-13
24003,2781,24003,5,1,Service feedback 24003,12.81,2024-03-28
24004,2299,24004,2,0,Service feedback 24004,57.9,2024-01-03
24005,2679,24005,4,1,Service feedback 24005,48.19,2024-01-25
24006,825,24006,3,1,Service feedback 24006,42.42,2024-11-19
24007,4093,24007,3,1,Service feedback 24007,43.43,2024-10-27
24008,312,24008,4,0,Service feedback 24008,11.37,2024-12-11
24009,2142,24009,3,1,Service feedback 24009,51.11,2024-09-23
24010,1054,24010,2,0,Service feedback 24010,2.52,2024-08-08
24011,3047,24011,3,0,Service feedback 24011,16.16,2024-09-11
24012,4671,24012,1,1,Service feedback 24012,58.19,2024-12-13
24013,3150,24013,5,0,Service feedback 24013,4.99,2024-07-21
24014,765,24014,3,0,Service feedback 24014,65.06,2024-05-01
24015,2803,24015,1,1,Service feedback 24015,33.86,2024-09-27
24016,3095,24016,2,0,Service feedback 24016,11.47,2024-02-17
24017,3761,24017,1,0,Service feedback 24017,23.24,2024-08-13
24018,2939,24018,2,0,Service feedback 24018,71.48,2024-08-04
24019,2038,24019,4,1,Service feedback 24019,55.77,2024-02-29
24020,4135,24020,2,0,Service feedback 24020,54.25,2024-03-25
24021,4443,24021,2,1,Service feedback 24021,6.52,2024-07-27
24022,3571,24022,4,0,Service feedback 24022,56.32,2024-03-27
24023,768,24023,1,1,Service feedback 24023,37.82,2024-06-30
24024,4711,24024,5,1,Service feedback 24024,3.97,2024-07-04
24025,4177,24025,4,0,Service feedback 24025,58.11,2024-05-26
24026,632,24026,2,1,Service feedback 24026,41.02,2024-09-24
24027,735,24027,5,0,Service feedback 24027,2.4,2024-02-17
24028,3815,24028,3,1,Service feedback 24028,11.73,2024-05-30
24029,852,24029,2,0,Service feedback 24029,1.39,2024-05-26
24030,1601,24030,5,0,Service feedback 24030,68.43,2024-06-27
24031,336,24031,1,1,Service feedback 24031,48.07,2024-01-29
24032,52,24032,2,1,Service feedback 24032,1.56,2025-01-18
24033,300,24033,3,0,Service feedback 24033,35.99,2025-01-02
24034,1523,24034,3,1,Service feedback 24034,34.6,2024-09-06
24035,1519,24035,1,0,Service feedback 24035,21.84,2024-08-13
24036,3636,24036,3,0,Service feedback 24036,27.09,2024-02-19
24037,1169,24037,1,1,Service feedback 24037,54.81,2024-06-06
24038,1732,24038,3,1,Service feedback 24038,52.11,2024-08-21
24039,4349,24039,3,0,Service feedback 24039,58.15,2024-12-02
24040,884,24040,3,0,Service feedback 24040,31.95,2025-01-11
24041,2497,24041,3,0,Service feedback 24041,43.5,2024-10-03
24042,3671,24042,2,0,Service feedback 24042,4.02,2024-03-11
24043,1907,24043,2,1,Service feedback 24043,35.15,2024-01-02
24044,328,24044,2,1,Service feedback 24044,58.89,2024-12-28
24045,712,24045,4,1,Service feedback 24045,41.25,2024-12-20
24046,617,24046,5,1,Service feedback 24046,63.76,2024-02-03
24047,1195,24047,2,0,Service feedback 24047,60.42,2024-05-02
24048,918,24048,2,1,Service feedback 24048,50.26,2024-04-11
24049,3245,24049,4,0,Service feedback 24049,37.65,2024-03-07
24050,3397,24050,1,0,Service feedback 24050,40.7,2024-05-25
24051,3036,24051,1,0,Service feedback 24051,56.1,2024-04-11
24052,4994,24052,2,1,Service feedback 24052,19.61,2024-07-10
24053,3427,24053,3,1,Service feedback 24053,20.07,2024-04-13
24054,4520,24054,2,1,Service feedback 24054,40.21,2024-07-11
24055,4489,24055,1,1,Service feedback 24055,16.74,2024-08-19
24056,3514,24056,1,1,Service feedback 24056,4.7,2024-09-04
24057,2989,24057,1,1,Service feedback 24057,64.87,2024-06-30
24058,35,24058,2,1,Service feedback 24058,14.73,2024-02-06
24059,1565,24059,3,0,Service feedback 24059,52.25,2024-11-17
24060,4490,24060,5,1,Service feedback 24060,2.8,2024-05-13
24061,1911,24061,4,1,Service feedback 24061,9.35,2024-08-13
24062,537,24062,3,0,Service feedback 24062,59.51,2024-07-24
24063,4787,24063,2,1,Service feedback 24063,32.37,2024-09-29
24064,3951,24064,5,1,Service feedback 24064,51.95,2024-05-05
24065,174,24065,1,0,Service feedback 24065,55.39,2024-11-29
24066,407,24066,4,0,Service feedback 24066,3.01,2024-07-28
24067,1840,24067,5,1,Service feedback 24067,2.84,2024-01-22
24068,1016,24068,4,0,Service feedback 24068,39.98,2024-09-19
24069,3993,24069,4,0,Service feedback 24069,61.25,2024-05-15
24070,928,24070,1,1,Service feedback 24070,55.73,2024-01-10
24071,1420,24071,5,0,Service feedback 24071,51.34,2025-01-09
24072,4800,24072,2,1,Service feedback 24072,39.37,2024-08-10
24073,2637,24073,1,1,Service feedback 24073,9.46,2024-08-29
24074,4782,24074,4,0,Service feedback 24074,30.02,2024-06-09
24075,3111,24075,4,1,Service feedback 24075,21.58,2024-01-22
24076,3124,24076,3,1,Service feedback 24076,33.61,2024-04-17
24077,3134,24077,2,1,Service feedback 24077,21.92,2024-12-31
24078,4313,24078,5,0,Service feedback 24078,49.53,2024-08-18
24079,3440,24079,2,0,Service feedback 24079,11.19,2025-02-03
24080,1963,24080,2,0,Service feedback 24080,62.42,2024-01-06
24081,1835,24081,1,1,Service feedback 24081,32.76,2024-03-06
24082,1532,24082,2,1,Service feedback 24082,37.83,2024-12-18
24083,1696,24083,2,0,Service feedback 24083,26.24,2025-01-06
24084,3145,24084,1,0,Service feedback 24084,32.66,2024-11-01
24085,4822,24085,2,1,Service feedback 24085,58.72,2025-01-19
24086,474,24086,3,0,Service feedback 24086,35.03,2024-03-09
24087,1681,24087,3,1,Service feedback 24087,49.11,2024-07-25
24088,3953,24088,1,1,Service feedback 24088,17.77,2024-12-01
24089,3282,24089,3,1,Service feedback 24089,20.45,2024-04-23
24090,1130,24090,4,0,Service feedback 24090,34.78,2024-05-11
24091,2989,24091,2,1,Service feedback 24091,35.3,2024-03-14
24092,3507,24092,1,1,Service feedback 24092,52.51,2024-01-15
24093,1193,24093,5,1,Service feedback 24093,18.79,2024-07-25
24094,920,24094,3,1,Service feedback 24094,5.7,2024-03-07
24095,2626,24095,1,1,Service feedback 24095,48.4,2024-07-04
24096,972,24096,5,1,Service feedback 24096,10.99,2024-02-22
24097,4264,24097,5,0,Service feedback 24097,66.72,2024-06-30
24098,3020,24098,4,0,Service feedback 24098,24.82,2024-12-18
24099,1616,24099,1,1,Service feedback 24099,38.35,2024-11-24
24100,2249,24100,1,1,Service feedback 24100,32.75,2025-01-19
24101,426,24101,4,0,Service feedback 24101,7.02,2024-02-09
24102,1303,24102,1,0,Service feedback 24102,9.74,2024-12-27
24103,3084,24103,4,1,Service feedback 24103,68.63,2024-12-19
24104,4351,24104,2,1,Service feedback 24104,57.46,2024-01-26
24105,1158,24105,5,0,Service feedback 24105,37.68,2024-11-20
24106,3367,24106,2,1,Service feedback 24106,58.91,2024-03-03
24107,4611,24107,2,1,Service feedback 24107,67.45,2024-03-04
24108,4854,24108,4,0,Service feedback 24108,59.19,2024-04-03
24109,2563,24109,3,0,Service feedback 24109,9.19,2025-02-04
24110,1435,24110,1,1,Service feedback 24110,55.78,2024-07-12
24111,2993,24111,3,0,Service feedback 24111,45.63,2024-12-17
24112,4214,24112,2,0,Service feedback 24112,58.65,2024-01-23
24113,792,24113,1,0,Service feedback 24113,38.74,2024-05-12
24114,3729,24114,5,1,Service feedback 24114,42.96,2024-01-10
24115,1336,24115,3,0,Service feedback 24115,60.11,2025-01-26
24116,525,24116,2,1,Service feedback 24116,65.93,2024-07-01
24117,3681,24117,2,1,Service feedback 24117,57.91,2024-06-08
24118,3728,24118,1,1,Service feedback 24118,18.32,2024-11-20
24119,3948,24119,1,1,Service feedback 24119,31.38,2025-01-30
24120,188,24120,3,0,Service feedback 24120,67.76,2024-04-04
24121,3486,24121,5,1,Service feedback 24121,3.98,2024-12-15
24122,2775,24122,3,0,Service feedback 24122,25.18,2024-07-30
24123,1220,24123,4,0,Service feedback 24123,6.89,2024-08-04
24124,345,24124,4,1,Service feedback 24124,64.12,2024-06-21
24125,3635,24125,1,1,Service feedback 24125,4.4,2024-09-27
24126,3617,24126,4,0,Service feedback 24126,33.63,2024-12-15
24127,666,24127,5,1,Service feedback 24127,2.28,2024-04-28
24128,2662,24128,4,0,Service feedback 24128,8.81,2024-05-10
24129,2094,24129,5,1,Service feedback 24129,69.6,2024-03-17
24130,1113,24130,3,0,Service feedback 24130,63.76,2024-06-14
24131,4277,24131,3,0,Service feedback 24131,68.95,2024-06-21
24132,1266,24132,5,1,Service feedback 24132,48.19,2024-09-17
24133,4923,24133,5,0,Service feedback 24133,34.74,2024-05-28
24134,2419,24134,4,1,Service feedback 24134,40.19,2024-11-15
24135,2213,24135,1,1,Service feedback 24135,54.47,2024-07-15
24136,3043,24136,3,0,Service feedback 24136,36.94,2024-10-01
24137,1995,24137,3,1,Service feedback 24137,69.87,2024-06-04
24138,4711,24138,3,1,Service feedback 24138,56.43,2024-05-28
24139,607,24139,1,1,Service feedback 24139,30.63,2024-06-27
24140,2968,24140,5,0,Service feedback 24140,31.82,2024-02-22
24141,3407,24141,3,0,Service feedback 24141,2.63,2024-01-17
24142,3610,24142,4,1,Service feedback 24142,63.64,2024-11-01
24143,1097,24143,4,0,Service feedback 24143,63.28,2025-01-11
24144,464,24144,2,0,Service feedback 24144,11.22,2024-08-24
24145,2871,24145,5,0,Service feedback 24145,41.91,2024-12-21
24146,352,24146,2,0,Service feedback 24146,70.77,2024-06-05
24147,3206,24147,3,1,Service feedback 24147,21.92,2024-01-22
24148,3465,24148,1,1,Service feedback 24148,33.83,2024-12-02
24149,190,24149,2,0,Service feedback 24149,59.5,2024-07-28
24150,2616,24150,4,1,Service feedback 24150,25.1,2024-03-04
24151,4337,24151,5,0,Service feedback 24151,10.4,2024-03-25
24152,1960,24152,1,0,Service feedback 24152,14.47,2024-07-22
24153,1667,24153,3,0,Service feedback 24153,24.01,2024-08-06
24154,4314,24154,4,0,Service feedback 24154,57.4,2024-09-29
24155,2286,24155,2,1,Service feedback 24155,45.89,2024-09-13
24156,505,24156,4,0,Service feedback 24156,16.6,2024-07-20
24157,3750,24157,1,0,Service feedback 24157,66.49,2024-01-05
24158,295,24158,2,1,Service feedback 24158,30.68,2024-08-13
24159,1340,24159,2,1,Service feedback 24159,50.65,2025-01-30
24160,1715,24160,5,0,Service feedback 24160,45.7,2024-10-15
24161,4322,24161,4,0,Service feedback 24161,9.74,2024-08-10
24162,4543,24162,5,0,Service feedback 24162,47.81,2024-12-01
24163,4776,24163,4,1,Service feedback 24163,60.54,2024-08-20
24164,1785,24164,5,0,Service feedback 24164,60.78,2024-06-08
24165,266,24165,4,1,Service feedback 24165,64.22,2024-12-20
24166,619,24166,3,0,Service feedback 24166,49.76,2024-03-19
24167,14,24167,1,0,Service feedback 24167,63.39,2024-08-23
24168,738,24168,3,0,Service feedback 24168,9.3,2024-03-30
24169,4624,24169,4,0,Service feedback 24169,36.7,2024-06-30
24170,465,24170,3,1,Service feedback 24170,42.94,2024-05-01
24171,4710,24171,4,0,Service feedback 24171,16.84,2024-12-17
24172,3335,24172,2,1,Service feedback 24172,3.53,2024-10-26
24173,1635,24173,3,0,Service feedback 24173,25.71,2024-01-21
24174,1839,24174,1,1,Service feedback 24174,9.92,2025-01-21
24175,591,24175,2,0,Service feedback 24175,23.28,2024-11-22
24176,3157,24176,1,1,Service feedback 24176,22.43,2024-07-15
24177,1643,24177,4,1,Service feedback 24177,56.28,2024-05-04
24178,3770,24178,4,1,Service feedback 24178,5.21,2024-10-06
24179,4626,24179,3,0,Service feedback 24179,40.33,2024-11-28
24180,2234,24180,5,1,Service feedback 24180,42.76,2024-03-18
24181,1916,24181,1,1,Service feedback 24181,30.39,2024-11-19
24182,3659,24182,5,1,Service feedback 24182,54.49,2024-08-19
24183,3600,24183,4,0,Service feedback 24183,64.15,2024-05-19
24184,210,24184,4,0,Service feedback 24184,42.28,2024-10-15
24185,2614,24185,3,0,Service feedback 24185,20.53,2024-02-01
24186,4297,24186,3,1,Service feedback 24186,6.17,2025-01-27
24187,2706,24187,3,0,Service feedback 24187,56.24,2024-11-19
24188,1867,24188,2,1,Service feedback 24188,41.11,2024-09-29
24189,3207,24189,1,0,Service feedback 24189,60.43,2025-01-24
24190,574,24190,3,1,Service feedback 24190,30.81,2024-03-19
24191,4288,24191,5,1,Service feedback 24191,30.16,2024-02-23
24192,4485,24192,2,1,Service feedback 24192,26.27,2024-05-10
24193,4025,24193,3,1,Service feedback 24193,28.96,2024-06-05
24194,2758,24194,5,1,Service feedback 24194,61.73,2024-01-20
24195,3940,24195,3,1,Service feedback 24195,58.34,2024-10-26
24196,3949,24196,1,0,Service feedback 24196,69.44,2024-05-12
24197,2176,24197,3,0,Service feedback 24197,69.82,2024-09-11
24198,1373,24198,2,1,Service feedback 24198,35.53,2024-11-14
24199,1484,24199,1,1,Service feedback 24199,21.46,2024-12-10
24200,1537,24200,4,1,Service feedback 24200,37.26,2024-07-13
24201,167,24201,1,1,Service feedback 24201,20.92,2025-01-06
24202,4873,24202,2,1,Service feedback 24202,25.14,2024-07-01
24203,632,24203,4,0,Service feedback 24203,10.53,2024-01-02
24204,1468,24204,3,1,Service feedback 24204,41.17,2024-03-24
24205,3262,24205,4,1,Service feedback 24205,60.64,2025-01-10
24206,525,24206,5,1,Service feedback 24206,13.6,2025-01-24
24207,1640,24207,1,0,Service feedback 24207,53.88,2024-08-15
24208,272,24208,5,0,Service feedback 24208,14.62,2024-07-27
24209,676,24209,4,0,Service feedback 24209,51.9,2024-06-21
24210,720,24210,1,1,Service feedback 24210,35.57,2025-01-22
24211,987,24211,3,1,Service feedback 24211,28.38,2024-12-11
24212,3664,24212,2,0,Service feedback 24212,61.91,2024-05-05
24213,1817,24213,3,0,Service feedback 24213,43.69,2024-05-08
24214,362,24214,4,0,Service feedback 24214,50.78,2024-12-08
24215,4877,24215,2,0,Service feedback 24215,17.36,2024-12-06
24216,2996,24216,5,1,Service feedback 24216,32.69,2024-12-13
24217,2959,24217,2,1,Service feedback 24217,17.56,2024-06-03
24218,1038,24218,1,1,Service feedback 24218,52.68,2025-01-26
24219,4927,24219,5,0,Service feedback 24219,66.06,2024-01-22
24220,1177,24220,1,1,Service feedback 24220,32.33,2024-10-08
24221,2832,24221,3,0,Service feedback 24221,41.21,2024-12-18
24222,3464,24222,4,0,Service feedback 24222,68.35,2024-11-23
24223,3687,24223,3,0,Service feedback 24223,70.14,2024-08-16
24224,3490,24224,3,1,Service feedback 24224,15.73,2024-10-28
24225,4118,24225,1,0,Service feedback 24225,47.34,2024-11-04
24226,1491,24226,1,0,Service feedback 24226,8.14,2024-10-19
24227,3478,24227,3,1,Service feedback 24227,21.95,2024-12-11
24228,4187,24228,2,1,Service feedback 24228,68.92,2024-06-26
24229,1743,24229,3,1,Service feedback 24229,35.92,2024-09-09
24230,3511,24230,4,0,Service feedback 24230,17.57,2024-03-15
24231,2398,24231,5,0,Service feedback 24231,10.14,2024-11-12
24232,4278,24232,2,1,Service feedback 24232,19.13,2024-02-08
24233,4420,24233,5,0,Service feedback 24233,61.85,2025-01-18
24234,2918,24234,4,1,Service feedback 24234,50.2,2024-10-19
24235,3646,24235,4,0,Service feedback 24235,54.55,2024-07-16
24236,4567,24236,2,0,Service feedback 24236,53.17,2024-07-23
24237,4805,24237,3,1,Service feedback 24237,63.46,2024-06-04
24238,4724,24238,4,1,Service feedback 24238,46.83,2024-08-26
24239,4601,24239,2,0,Service feedback 24239,64.61,2024-01-14
24240,1148,24240,5,1,Service feedback 24240,68.43,2024-01-27
24241,4811,24241,3,0,Service feedback 24241,47.43,2024-03-03
24242,335,24242,5,1,Service feedback 24242,62.18,2024-04-19
24243,1886,24243,3,1,Service feedback 24243,18.91,2024-12-30
24244,3885,24244,5,0,Service feedback 24244,21.23,2024-10-02
24245,1030,24245,5,1,Service feedback 24245,19.58,2024-12-24
24246,663,24246,5,1,Service feedback 24246,56.62,2024-09-14
24247,4407,24247,5,0,Service feedback 24247,45.17,2024-10-02
24248,845,24248,2,0,Service feedback 24248,19.19,2024-08-08
24249,2261,24249,4,0,Service feedback 24249,41.55,2024-02-03
24250,4153,24250,5,1,Service feedback 24250,38.0,2024-03-24
24251,3902,24251,1,0,Service feedback 24251,46.11,2024-06-23
24252,1283,24252,2,1,Service feedback 24252,66.97,2024-08-18
24253,4035,24253,4,1,Service feedback 24253,50.13,2024-07-22
24254,456,24254,5,1,Service feedback 24254,29.77,2024-07-26
24255,1528,24255,5,0,Service feedback 24255,5.3,2024-12-16
24256,4865,24256,2,0,Service feedback 24256,4.4,2024-05-07
24257,4009,24257,3,0,Service feedback 24257,5.8,2024-09-30
24258,681,24258,5,1,Service feedback 24258,70.4,2024-05-09
24259,2306,24259,5,1,Service feedback 24259,55.6,2025-01-15
24260,2693,24260,2,1,Service feedback 24260,27.78,2024-05-13
24261,4017,24261,5,0,Service feedback 24261,62.83,2024-07-14
24262,2248,24262,4,0,Service feedback 24262,62.14,2024-12-08
24263,1433,24263,3,1,Service feedback 24263,30.58,2024-02-07
24264,4667,24264,1,0,Service feedback 24264,17.84,2024-03-06
24265,3837,24265,2,0,Service feedback 24265,34.1,2024-01-19
24266,1645,24266,4,0,Service feedback 24266,38.09,2024-08-14
24267,86,24267,5,1,Service feedback 24267,51.23,2025-01-08
24268,1442,24268,4,0,Service feedback 24268,55.94,2024-10-27
24269,2640,24269,5,1,Service feedback 24269,52.66,2024-04-01
24270,4212,24270,2,0,Service feedback 24270,38.89,2024-10-04
24271,295,24271,5,0,Service feedback 24271,56.2,2024-12-08
24272,3136,24272,5,1,Service feedback 24272,13.49,2024-05-31
