movement_id,shipment_id,from_hub,to_hub,movement_mode,departure_time,arrival_time,movement_status
22422,22422,376,422,Air Freight,2024-09-23 15:00:00,2024-04-27 04:00:00,In Transit
22423,22423,419,106,Truck,2024-02-10 03:00:00,2024-05-27 13:00:00,In Transit
22424,22424,36,127,Truck,2024-03-13 16:00:00,2024-06-19 18:00:00,Delayed
22425,22425,381,473,Air Freight,2024-02-28 07:00:00,2024-04-12 20:00:00,In Transit
22426,22426,382,205,Air Freight,2024-09-03 11:00:00,2024-08-11 07:00:00,In Transit
22427,22427,138,21,Truck,2024-05-26 19:00:00,2024-01-21 17:00:00,In Transit
22428,22428,221,114,Cargo Van,2024-10-16 23:00:00,2024-09-08 23:00:00,Completed
22429,22429,490,330,Truck,2024-03-25 11:00:00,2024-03-17 03:00:00,In Transit
22430,22430,199,107,Cargo Van,2024-04-25 00:00:00,2024-07-03 03:00:00,Completed
22431,22431,130,370,Truck,2024-08-31 04:00:00,2024-08-14 02:00:00,Delayed
22432,22432,227,70,Truck,2024-11-23 18:00:00,2024-04-12 17:00:00,Completed
22433,22433,450,146,Ship,2024-04-04 23:00:00,2024-02-10 00:00:00,Completed
22434,22434,24,299,Truck,2024-01-09 01:00:00,2024-09-30 15:00:00,Delayed
22435,22435,311,154,Truck,2024-06-06 14:00:00,2024-08-15 19:00:00,In Transit
22436,22436,158,79,Ship,2024-06-19 04:00:00,2024-05-08 03:00:00,Completed
22437,22437,190,464,Air Freight,2024-02-28 14:00:00,2024-06-08 21:00:00,Completed
22438,22438,270,238,Ship,2024-01-20 03:00:00,2024-11-21 07:00:00,In Transit
22439,22439,102,31,Ship,2024-01-29 03:00:00,2024-03-05 08:00:00,Completed
22440,22440,17,76,Air Freight,2024-03-17 18:00:00,2024-04-25 15:00:00,Delayed
22441,22441,152,385,Air Freight,2024-10-26 22:00:00,2024-08-10 13:00:00,Completed
22442,22442,189,231,Ship,2024-06-04 07:00:00,2024-04-20 20:00:00,In Transit
22443,22443,217,450,Truck,2024-08-26 06:00:00,2024-02-10 02:00:00,Delayed
22444,22444,392,150,Cargo Van,2024-02-03 02:00:00,2024-03-14 06:00:00,Completed
22445,22445,16,130,Cargo Van,2024-11-25 20:00:00,2024-12-05 03:00:00,Delayed
22446,22446,126,272,Truck,2024-06-05 05:00:00,2024-09-24 03:00:00,Delayed
22447,22447,357,55,Truck,2024-04-26 08:00:00,2024-07-24 07:00:00,In Transit
22448,22448,468,267,Truck,2024-02-28 09:00:00,2024-07-12 02:00:00,In Transit
22449,22449,275,336,Air Freight,2024-10-22 17:00:00,2024-04-17 05:00:00,In Transit
22450,22450,169,333,Ship,2024-01-31 16:00:00,2024-06-14 07:00:00,Completed
22451,22451,150,479,Ship,2024-09-23 23:00:00,2024-09-16 15:00:00,Delayed
22452,22452,140,138,Air Freight,2024-09-11 08:00:00,2024-04-22 08:00:00,Delayed
22453,22453,20,339,Air Freight,2024-01-07 16:00:00,2024-12-02 11:00:00,In Transit
22454,22454,417,290,Air Freight,2024-01-06 10:00:00,2024-10-21 20:00:00,Completed
22455,22455,160,439,Air Freight,2024-03-05 01:00:00,2024-02-04 19:00:00,Delayed
22456,22456,441,172,Truck,2024-09-21 19:00:00,2024-05-02 04:00:00,Completed
22457,22457,475,145,Truck,2024-02-20 15:00:00,2024-03-25 18:00:00,Completed
22458,22458,422,145,Ship,2024-01-16 15:00:00,2024-08-08 18:00:00,Completed
22459,22459,240,349,Truck,2024-01-28 05:00:00,2024-10-21 05:00:00,Delayed
22460,22460,67,181,Air Freight,2024-04-01 13:00:00,2024-09-25 14:00:00,Completed
22461,22461,64,60,Cargo Van,2024-06-15 06:00:00,2024-10-31 05:00:00,In Transit
22462,22462,126,243,Ship,2024-07-08 13:00:00,2024-11-09 14:00:00,In Transit
22463,22463,217,213,Truck,2024-04-11 17:00:00,2024-12-02 01:00:00,Completed
22464,22464,143,239,Truck,2024-09-03 15:00:00,2024-07-20 22:00:00,Delayed
22465,22465,127,160,Ship,2024-10-17 10:00:00,2024-02-12 03:00:00,Delayed
22466,22466,88,284,Truck,2024-10-23 17:00:00,2024-01-31 00:00:00,In Transit
22467,22467,20,100,Ship,2024-01-19 04:00:00,2024-04-19 22:00:00,In Transit
22468,22468,64,470,Air Freight,2024-02-19 02:00:00,2024-06-12 20:00:00,Completed
22469,22469,246,385,Air Freight,2024-04-29 21:00:00,2024-07-04 20:00:00,Delayed
22470,22470,34,297,Ship,2024-03-01 04:00:00,2024-08-21 12:00:00,Delayed
22471,22471,410,89,Cargo Van,2024-03-23 15:00:00,2024-07-02 19:00:00,Completed
22472,22472,429,214,Air Freight,2024-07-14 09:00:00,2024-06-20 13:00:00,In Transit
22473,22473,221,114,Air Freight,2024-04-13 19:00:00,2024-08-08 05:00:00,Completed
22474,22474,136,342,Cargo Van,2024-09-26 21:00:00,2024-11-05 07:00:00,Completed
22475,22475,262,491,Truck,2024-04-15 20:00:00,2024-11-30 20:00:00,Completed
22476,22476,318,442,Truck,2024-09-03 05:00:00,2024-01-31 04:00:00,In Transit
22477,22477,290,37,Ship,2024-08-22 18:00:00,2024-05-30 07:00:00,Completed
22478,22478,202,92,Ship,2024-06-30 01:00:00,2024-03-07 20:00:00,Completed
22479,22479,197,176,Air Freight,2024-11-10 05:00:00,2024-10-29 08:00:00,In Transit
22480,22480,467,371,Cargo Van,2024-03-22 10:00:00,2024-11-14 20:00:00,Completed
22481,22481,177,129,Truck,2024-07-14 11:00:00,2024-05-31 06:00:00,Completed
22482,22482,7,65,Truck,2024-05-26 19:00:00,2024-10-12 20:00:00,Completed
22483,22483,80,163,Truck,2024-07-05 05:00:00,2024-10-24 19:00:00,Completed
22484,22484,341,249,Truck,2024-03-28 03:00:00,2024-07-21 13:00:00,Completed
22485,22485,344,210,Cargo Van,2024-06-26 13:00:00,2024-06-03 19:00:00,Completed
22486,22486,130,434,Truck,2024-08-11 09:00:00,2024-03-12 23:00:00,In Transit
22487,22487,25,478,Ship,2024-04-03 01:00:00,2024-03-05 14:00:00,In Transit
22488,22488,207,248,Ship,2024-05-11 05:00:00,2024-08-07 01:00:00,Delayed
22489,22489,427,127,Air Freight,2024-01-28 18:00:00,2024-09-14 18:00:00,Delayed
22490,22490,162,374,Ship,2024-10-27 09:00:00,2024-02-24 07:00:00,Completed
22491,22491,123,253,Truck,2024-08-19 20:00:00,2024-01-04 12:00:00,In Transit
22492,22492,132,297,Cargo Van,2024-04-09 02:00:00,2024-01-26 18:00:00,Completed
22493,22493,52,188,Cargo Van,2024-03-08 11:00:00,2024-08-24 01:00:00,In Transit
22494,22494,499,319,Ship,2024-08-20 06:00:00,2024-01-11 15:00:00,Delayed
22495,22495,400,25,Air Freight,2024-04-29 09:00:00,2024-04-02 23:00:00,Delayed
22496,22496,462,238,Truck,2024-06-15 05:00:00,2024-07-23 21:00:00,In Transit
22497,22497,21,1,Air Freight,2024-10-27 14:00:00,2024-07-04 19:00:00,Delayed
22498,22498,334,81,Cargo Van,2024-02-20 20:00:00,2024-10-16 09:00:00,Delayed
22499,22499,61,70,Cargo Van,2024-04-16 18:00:00,2024-06-04 19:00:00,Completed
22500,22500,118,438,Air Freight,2024-11-14 20:00:00,2024-09-01 14:00:00,Delayed
22501,22501,232,257,Cargo Van,2024-04-13 15:00:00,2024-08-12 03:00:00,Delayed
22502,22502,297,422,Ship,2024-05-27 11:00:00,2024-09-11 21:00:00,In Transit
22503,22503,465,204,Air Freight,2024-02-03 17:00:00,2024-07-27 07:00:00,Completed
22504,22504,87,99,Air Freight,2024-03-26 04:00:00,2024-03-15 20:00:00,Completed
22505,22505,428,438,Air Freight,2024-06-25 23:00:00,2024-11-08 00:00:00,In Transit
22506,22506,211,290,Truck,2024-09-28 23:00:00,2024-11-18 11:00:00,Delayed
22507,22507,240,413,Cargo Van,2024-10-29 15:00:00,2024-04-23 01:00:00,In Transit
22508,22508,202,145,Ship,2024-08-24 13:00:00,2024-10-18 20:00:00,In Transit
22509,22509,322,80,Cargo Van,2024-05-30 16:00:00,2024-08-22 11:00:00,Completed
22510,22510,251,426,Cargo Van,2024-10-03 10:00:00,2024-01-01 12:00:00,Delayed
22511,22511,222,143,Truck,2024-02-11 13:00:00,2024-11-22 14:00:00,Completed
22512,22512,466,475,Truck,2024-03-16 11:00:00,2024-09-15 19:00:00,In Transit
22513,22513,476,117,Air Freight,2024-08-04 00:00:00,2024-03-12 21:00:00,Delayed
22514,22514,331,188,Truck,2024-11-25 20:00:00,2024-10-05 23:00:00,Delayed
22515,22515,279,116,Air Freight,2024-08-03 07:00:00,2024-05-11 14:00:00,In Transit
22516,22516,418,278,Air Freight,2024-03-22 17:00:00,2024-09-24 05:00:00,Completed
22517,22517,285,184,Air Freight,2024-06-18 21:00:00,2024-02-22 00:00:00,In Transit
22518,22518,86,355,Air Freight,2024-11-05 12:00:00,2024-05-07 15:00:00,In Transit
22519,22519,23,149,Air Freight,2024-02-14 05:00:00,2024-07-06 21:00:00,Completed
22520,22520,494,236,Ship,2024-10-05 02:00:00,2024-01-31 04:00:00,Completed
22521,22521,483,205,Ship,2024-05-27 22:00:00,2024-04-13 01:00:00,Completed
22522,22522,311,84,Air Freight,2024-09-25 01:00:00,2024-01-06 06:00:00,Completed
22523,22523,346,309,Ship,2024-03-25 21:00:00,2024-01-24 08:00:00,Completed
22524,22524,200,367,Truck,2024-02-22 20:00:00,2024-02-17 21:00:00,Completed
22525,22525,101,320,Cargo Van,2024-02-01 14:00:00,2024-07-31 09:00:00,Completed
22526,22526,391,134,Ship,2024-01-04 06:00:00,2024-03-04 09:00:00,In Transit
22527,22527,210,328,Air Freight,2024-04-07 17:00:00,2024-02-29 06:00:00,Delayed
22528,22528,243,383,Cargo Van,2024-02-04 21:00:00,2024-03-08 11:00:00,In Transit
22529,22529,98,47,Air Freight,2024-09-17 06:00:00,2024-01-25 05:00:00,Delayed
22530,22530,86,332,Truck,2024-06-30 18:00:00,2024-09-15 12:00:00,Completed
22531,22531,378,400,Ship,2024-07-11 15:00:00,2024-01-25 00:00:00,In Transit
22532,22532,420,421,Truck,2024-08-13 22:00:00,2024-04-26 13:00:00,Completed
22533,22533,306,78,Ship,2024-04-26 21:00:00,2024-02-14 20:00:00,Completed
22534,22534,182,241,Ship,2024-10-09 00:00:00,2024-04-29 18:00:00,Delayed
22535,22535,225,309,Air Freight,2024-03-05 11:00:00,2024-10-17 17:00:00,Completed
22536,22536,59,110,Truck,2024-01-12 16:00:00,2024-09-27 22:00:00,Delayed
22537,22537,277,430,Air Freight,2024-03-29 15:00:00,2024-08-08 12:00:00,Delayed
22538,22538,154,348,Air Freight,2024-06-04 22:00:00,2024-11-17 08:00:00,In Transit
22539,22539,82,448,Air Freight,2024-11-22 21:00:00,2024-06-03 07:00:00,Completed
22540,22540,415,500,Air Freight,2024-02-03 18:00:00,2024-07-17 12:00:00,Completed
22541,22541,116,199,Cargo Van,2024-08-01 11:00:00,2024-10-06 20:00:00,In Transit
22542,22542,306,49,Cargo Van,2024-02-24 12:00:00,2024-11-06 22:00:00,In Transit
22543,22543,158,392,Air Freight,2024-11-27 02:00:00,2024-02-16 04:00:00,Delayed
22544,22544,391,217,Truck,2024-03-24 11:00:00,2024-07-15 22:00:00,Completed
22545,22545,476,101,Truck,2024-01-16 22:00:00,2024-05-25 15:00:00,In Transit
22546,22546,456,284,Truck,2024-03-29 04:00:00,2024-05-30 00:00:00,Delayed
22547,22547,313,413,Air Freight,2024-06-17 17:00:00,2024-08-12 15:00:00,Delayed
22548,22548,295,119,Ship,2024-11-12 19:00:00,2024-09-24 23:00:00,Delayed
22549,22549,136,443,Cargo Van,2024-07-12 06:00:00,2024-04-14 04:00:00,Completed
22550,22550,168,342,Air Freight,2024-07-30 02:00:00,2024-02-23 14:00:00,Completed
22551,22551,423,193,Truck,2024-03-01 19:00:00,2024-08-23 00:00:00,In Transit
22552,22552,9,325,Truck,2024-08-29 07:00:00,2024-04-23 20:00:00,Completed
22553,22553,412,321,Truck,2024-09-15 21:00:00,2024-03-08 14:00:00,Delayed
22554,22554,381,300,Cargo Van,2024-05-03 15:00:00,2024-11-02 10:00:00,Delayed
22555,22555,62,498,Ship,2024-03-12 16:00:00,2024-11-24 20:00:00,In Transit
22556,22556,230,104,Cargo Van,2024-01-10 16:00:00,2024-10-30 14:00:00,Completed
22557,22557,467,30,Air Freight,2024-10-29 16:00:00,2024-03-25 20:00:00,Delayed
22558,22558,317,124,Truck,2024-07-28 05:00:00,2024-06-18 17:00:00,Delayed
22559,22559,495,11,Ship,2024-04-04 00:00:00,2024-10-09 21:00:00,In Transit
22560,22560,151,410,Ship,2024-09-15 01:00:00,2024-07-26 08:00:00,Completed
22561,22561,184,419,Cargo Van,2024-11-27 09:00:00,2024-05-10 06:00:00,Delayed
22562,22562,161,28,Air Freight,2024-04-22 22:00:00,2024-10-15 00:00:00,In Transit
22563,22563,220,134,Air Freight,2024-02-13 08:00:00,2024-11-20 21:00:00,Completed
22564,22564,268,435,Ship,2024-02-25 11:00:00,2024-06-04 18:00:00,In Transit
22565,22565,482,50,Cargo Van,2024-10-03 00:00:00,2024-08-04 15:00:00,In Transit
22566,22566,8,69,Cargo Van,2024-06-08 13:00:00,2024-08-29 02:00:00,Delayed
22567,22567,464,257,Air Freight,2024-02-26 03:00:00,2024-04-06 11:00:00,Delayed
22568,22568,352,437,Ship,2024-03-04 23:00:00,2024-09-02 19:00:00,Delayed
22569,22569,125,267,Truck,2024-04-27 00:00:00,2024-06-30 09:00:00,Delayed
22570,22570,48,113,Ship,2024-04-13 19:00:00,2024-04-27 13:00:00,Delayed
22571,22571,214,288,Ship,2024-02-27 16:00:00,2024-04-24 16:00:00,Delayed
22572,22572,369,359,Truck,2024-01-13 17:00:00,2024-11-27 21:00:00,In Transit
22573,22573,39,300,Cargo Van,2024-10-27 22:00:00,2024-01-12 04:00:00,In Transit
22574,22574,235,500,Ship,2024-07-25 13:00:00,2024-05-15 09:00:00,Delayed
22575,22575,83,190,Truck,2024-07-22 17:00:00,2024-11-11 02:00:00,Delayed
22576,22576,199,103,Truck,2024-04-16 02:00:00,2024-06-29 21:00:00,In Transit
22577,22577,475,65,Ship,2024-07-21 15:00:00,2024-11-12 18:00:00,In Transit
22578,22578,298,72,Ship,2024-08-15 11:00:00,2024-05-26 13:00:00,Completed
22579,22579,80,41,Ship,2024-09-14 13:00:00,2024-01-05 08:00:00,Completed
22580,22580,38,232,Cargo Van,2024-11-28 23:00:00,2024-07-11 01:00:00,Completed
22581,22581,410,158,Cargo Van,2024-01-24 10:00:00,2024-10-03 18:00:00,Completed
22582,22582,206,452,Cargo Van,2024-10-14 07:00:00,2024-07-07 15:00:00,In Transit
22583,22583,255,124,Truck,2024-03-05 05:00:00,2024-05-28 08:00:00,Completed
22584,22584,304,458,Ship,2024-07-01 19:00:00,2024-03-04 23:00:00,In Transit
22585,22585,367,281,Truck,2024-03-14 19:00:00,2024-01-27 21:00:00,Completed
22586,22586,62,230,Cargo Van,2024-03-24 05:00:00,2024-07-07 09:00:00,Completed
22587,22587,167,181,Ship,2024-03-25 19:00:00,2024-06-18 08:00:00,In Transit
22588,22588,442,445,Cargo Van,2024-01-07 23:00:00,2024-04-17 16:00:00,Delayed
22589,22589,401,483,Air Freight,2024-10-02 17:00:00,2024-03-21 20:00:00,Delayed
22590,22590,90,369,Ship,2024-02-02 01:00:00,2024-06-09 17:00:00,Completed
22591,22591,345,101,Truck,2024-03-15 05:00:00,2024-06-20 13:00:00,Completed
22592,22592,109,11,Air Freight,2024-11-22 01:00:00,2024-02-18 11:00:00,Completed
22593,22593,123,296,Ship,2024-05-18 19:00:00,2024-10-20 22:00:00,In Transit
22594,22594,353,388,Truck,2024-08-18 15:00:00,2024-01-30 23:00:00,In Transit
22595,22595,246,322,Air Freight,2024-10-23 07:00:00,2024-04-02 14:00:00,Completed
22596,22596,269,288,Cargo Van,2024-03-28 15:00:00,2024-12-03 04:00:00,In Transit
22597,22597,224,15,Air Freight,2024-03-20 12:00:00,2024-05-31 04:00:00,In Transit
22598,22598,16,425,Air Freight,2024-04-05 09:00:00,2024-06-17 06:00:00,Delayed
22599,22599,21,455,Truck,2024-10-02 04:00:00,2024-05-15 00:00:00,Completed
22600,22600,453,18,Air Freight,2024-10-03 16:00:00,2024-11-04 05:00:00,In Transit
22601,22601,167,290,Truck,2024-10-17 23:00:00,2024-09-18 15:00:00,Completed
22602,22602,201,44,Cargo Van,2024-05-03 17:00:00,2024-01-09 19:00:00,Completed
22603,22603,18,456,Air Freight,2024-06-11 20:00:00,2024-12-06 13:00:00,In Transit
22604,22604,218,24,Cargo Van,2024-05-08 16:00:00,2024-02-08 13:00:00,Completed
22605,22605,227,166,Air Freight,2024-03-30 18:00:00,2024-01-19 22:00:00,Delayed
22606,22606,498,31,Air Freight,2024-01-03 11:00:00,2024-06-26 04:00:00,Completed
22607,22607,307,1,Truck,2024-01-29 10:00:00,2024-02-12 18:00:00,In Transit
22608,22608,360,171,Truck,2024-07-03 11:00:00,2024-05-04 16:00:00,In Transit
22609,22609,308,36,Air Freight,2024-09-21 08:00:00,2024-05-17 19:00:00,Completed
22610,22610,281,46,Air Freight,2024-09-08 04:00:00,2024-09-07 18:00:00,In Transit
22611,22611,44,430,Ship,2024-05-19 03:00:00,2024-03-08 19:00:00,In Transit
22612,22612,14,425,Air Freight,2024-09-01 14:00:00,2024-08-16 22:00:00,Completed
22613,22613,284,475,Ship,2024-11-04 21:00:00,2024-05-15 19:00:00,In Transit
22614,22614,50,254,Truck,2024-06-21 14:00:00,2024-02-20 13:00:00,Delayed
22615,22615,122,274,Ship,2024-01-12 06:00:00,2024-02-28 14:00:00,Completed
22616,22616,407,280,Truck,2024-01-13 18:00:00,2024-11-08 10:00:00,Delayed
22617,22617,311,463,Cargo Van,2024-11-20 13:00:00,2024-07-13 17:00:00,Completed
22618,22618,272,275,Air Freight,2024-06-18 03:00:00,2024-11-27 10:00:00,In Transit
22619,22619,373,500,Air Freight,2024-04-20 07:00:00,2024-04-23 15:00:00,In Transit
22620,22620,189,346,Truck,2024-06-04 14:00:00,2024-11-25 00:00:00,Completed
22621,22621,468,30,Truck,2024-11-02 03:00:00,2024-07-28 07:00:00,Completed
22622,22622,412,412,Air Freight,2024-01-26 13:00:00,2024-04-17 15:00:00,Completed
22623,22623,200,240,Air Freight,2024-04-28 22:00:00,2024-12-07 11:00:00,Completed
22624,22624,199,13,Ship,2024-07-16 09:00:00,2024-04-24 13:00:00,In Transit
22625,22625,376,306,Cargo Van,2024-07-14 06:00:00,2024-07-17 13:00:00,In Transit
22626,22626,342,366,Air Freight,2024-03-18 04:00:00,2024-09-13 09:00:00,Completed
22627,22627,185,431,Truck,2024-01-03 13:00:00,2024-08-08 02:00:00,Delayed
22628,22628,196,358,Truck,2024-11-17 09:00:00,2024-07-22 19:00:00,Delayed
22629,22629,194,375,Ship,2024-03-03 14:00:00,2024-04-09 20:00:00,Delayed
22630,22630,4,313,Air Freight,2024-11-05 10:00:00,2024-05-28 07:00:00,Delayed
22631,22631,397,211,Air Freight,2024-07-19 15:00:00,2024-09-05 12:00:00,Completed
22632,22632,11,7,Cargo Van,2024-11-05 08:00:00,2024-01-11 16:00:00,Delayed
22633,22633,104,169,Ship,2024-03-04 16:00:00,2024-09-19 18:00:00,Completed
22634,22634,492,99,Ship,2024-02-28 19:00:00,2024-06-04 09:00:00,Completed
22635,22635,311,144,Air Freight,2024-11-26 13:00:00,2024-09-28 07:00:00,Completed
22636,22636,20,165,Cargo Van,2024-01-26 18:00:00,2024-08-14 01:00:00,Completed
22637,22637,349,39,Ship,2024-08-14 05:00:00,2024-11-11 03:00:00,In Transit
22638,22638,313,145,Truck,2024-05-26 08:00:00,2024-01-18 12:00:00,Delayed
22639,22639,286,214,Air Freight,2024-01-22 19:00:00,2024-08-15 00:00:00,Delayed
22640,22640,262,164,Air Freight,2024-01-26 19:00:00,2024-05-26 17:00:00,Delayed
22641,22641,402,168,Truck,2024-10-30 15:00:00,2024-04-18 06:00:00,Completed
22642,22642,308,473,Cargo Van,2024-08-05 13:00:00,2024-09-03 08:00:00,In Transit
22643,22643,351,392,Ship,2024-03-20 12:00:00,2024-08-29 14:00:00,Completed
22644,22644,398,12,Ship,2024-10-03 02:00:00,2024-09-18 15:00:00,Delayed
22645,22645,66,300,Truck,2024-09-11 07:00:00,2024-02-16 07:00:00,In Transit
22646,22646,357,451,Cargo Van,2024-10-18 08:00:00,2024-02-09 03:00:00,In Transit
22647,22647,303,441,Cargo Van,2024-06-30 18:00:00,2024-04-24 14:00:00,In Transit
22648,22648,106,49,Ship,2024-10-15 16:00:00,2024-11-21 03:00:00,In Transit
22649,22649,341,93,Cargo Van,2024-09-02 18:00:00,2024-07-16 12:00:00,Delayed
22650,22650,219,431,Cargo Van,2024-04-27 01:00:00,2024-03-23 21:00:00,Delayed
22651,22651,184,313,Cargo Van,2024-06-10 15:00:00,2024-03-11 18:00:00,In Transit
22652,22652,234,149,Air Freight,2024-07-25 22:00:00,2024-11-20 12:00:00,Completed
22653,22653,212,189,Ship,2024-02-05 21:00:00,2024-01-10 11:00:00,Delayed
22654,22654,153,378,Cargo Van,2024-02-17 03:00:00,2024-05-19 14:00:00,In Transit
22655,22655,492,153,Cargo Van,2024-09-25 03:00:00,2024-01-09 03:00:00,Delayed
22656,22656,35,349,Air Freight,2024-05-14 12:00:00,2024-03-01 22:00:00,In Transit
22657,22657,211,319,Air Freight,2024-07-24 14:00:00,2024-03-15 01:00:00,Delayed
22658,22658,197,188,Air Freight,2024-05-16 00:00:00,2024-02-04 02:00:00,In Transit
22659,22659,430,57,Truck,2024-09-08 18:00:00,2024-09-18 20:00:00,Delayed
22660,22660,215,80,Air Freight,2024-06-27 13:00:00,2024-01-21 18:00:00,Completed
22661,22661,125,205,Air Freight,2024-03-18 06:00:00,2024-10-05 11:00:00,Completed
22662,22662,485,212,Truck,2024-08-13 18:00:00,2024-06-01 04:00:00,In Transit
22663,22663,185,13,Cargo Van,2024-07-23 23:00:00,2024-08-02 23:00:00,Completed
22664,22664,462,290,Air Freight,2024-04-08 23:00:00,2024-07-06 04:00:00,In Transit
22665,22665,78,346,Cargo Van,2024-08-02 18:00:00,2024-05-09 18:00:00,Delayed
22666,22666,230,417,Cargo Van,2024-11-13 13:00:00,2024-05-12 16:00:00,Delayed
22667,22667,271,59,Truck,2024-01-21 23:00:00,2024-02-05 12:00:00,Completed
22668,22668,334,431,Truck,2024-02-28 06:00:00,2024-11-28 06:00:00,Completed
22669,22669,410,206,Truck,2024-08-07 06:00:00,2024-06-23 00:00:00,Delayed
22670,22670,337,182,Truck,2024-10-30 06:00:00,2024-06-01 00:00:00,Completed
22671,22671,272,118,Air Freight,2024-02-16 21:00:00,2024-03-18 08:00:00,In Transit
22672,22672,219,132,Ship,2024-03-15 02:00:00,2024-03-26 00:00:00,In Transit
22673,22673,96,359,Ship,2024-05-16 16:00:00,2024-03-13 05:00:00,Delayed
22674,22674,102,284,Air Freight,2024-06-17 18:00:00,2024-05-28 20:00:00,Delayed
22675,22675,304,300,Truck,2024-05-01 05:00:00,2024-11-06 06:00:00,In Transit
22676,22676,311,74,Truck,2024-06-15 10:00:00,2024-06-08 23:00:00,Delayed
22677,22677,322,426,Ship,2024-09-05 07:00:00,2024-04-04 04:00:00,Delayed
22678,22678,294,5,Air Freight,2024-02-22 22:00:00,2024-03-29 21:00:00,Completed
22679,22679,100,414,Air Freight,2024-04-06 16:00:00,2024-05-18 03:00:00,In Transit
22680,22680,472,93,Cargo Van,2024-03-03 18:00:00,2024-01-31 04:00:00,In Transit
22681,22681,14,258,Air Freight,2024-06-15 06:00:00,2024-04-17 08:00:00,In Transit
22682,22682,68,455,Air Freight,2024-09-02 23:00:00,2024-08-15 05:00:00,Delayed
22683,22683,313,210,Truck,2024-02-21 15:00:00,2024-07-01 04:00:00,Delayed
22684,22684,477,469,Ship,2024-01-01 17:00:00,2024-10-12 23:00:00,Delayed
22685,22685,403,310,Air Freight,2024-05-01 07:00:00,2024-05-03 21:00:00,Delayed
22686,22686,498,235,Cargo Van,2024-05-20 00:00:00,2024-11-17 23:00:00,Completed
22687,22687,60,103,Air Freight,2024-11-14 06:00:00,2024-01-05 18:00:00,Delayed
22688,22688,111,276,Cargo Van,2024-04-23 06:00:00,2024-04-23 04:00:00,Delayed
22689,22689,338,397,Truck,2024-06-16 08:00:00,2024-11-27 12:00:00,In Transit
22690,22690,142,67,Truck,2024-03-14 14:00:00,2024-10-12 14:00:00,In Transit
22691,22691,361,89,Cargo Van,2024-11-27 20:00:00,2024-11-06 10:00:00,Delayed
22692,22692,237,481,Cargo Van,2024-01-22 19:00:00,2024-11-23 13:00:00,Completed
22693,22693,477,323,Air Freight,2024-08-22 07:00:00,2024-08-19 19:00:00,Completed
22694,22694,250,99,Ship,2024-07-07 15:00:00,2024-09-09 17:00:00,Completed
22695,22695,485,35,Air Freight,2024-07-08 02:00:00,2024-07-08 07:00:00,In Transit
22696,22696,194,120,Air Freight,2024-07-17 10:00:00,2024-03-07 08:00:00,Completed
22697,22697,131,340,Ship,2024-01-04 01:00:00,2024-04-28 17:00:00,Delayed
22698,22698,296,157,Ship,2024-11-16 21:00:00,2024-08-28 12:00:00,In Transit
22699,22699,470,431,Air Freight,2024-06-25 03:00:00,2024-07-17 12:00:00,Completed
22700,22700,476,134,Truck,2024-07-29 10:00:00,2024-11-25 11:00:00,Completed
22701,22701,220,481,Cargo Van,2024-04-23 00:00:00,2024-06-28 23:00:00,In Transit
22702,22702,313,177,Cargo Van,2024-07-09 01:00:00,2024-10-18 02:00:00,Completed
22703,22703,187,411,Cargo Van,2024-11-18 16:00:00,2024-12-04 13:00:00,In Transit
22704,22704,14,261,Cargo Van,2024-04-26 04:00:00,2024-05-27 18:00:00,Completed
22705,22705,55,63,Cargo Van,2024-08-23 15:00:00,2024-01-23 04:00:00,Delayed
22706,22706,167,178,Air Freight,2024-08-24 05:00:00,2024-04-06 19:00:00,Delayed
22707,22707,352,232,Air Freight,2024-05-14 08:00:00,2024-06-06 11:00:00,In Transit
22708,22708,288,418,Cargo Van,2024-08-31 21:00:00,2024-03-15 10:00:00,Delayed
22709,22709,258,74,Air Freight,2024-03-20 09:00:00,2024-04-24 10:00:00,Delayed
22710,22710,237,137,Cargo Van,2024-05-03 02:00:00,2024-11-06 23:00:00,Delayed
22711,22711,370,207,Ship,2024-03-16 22:00:00,2024-06-24 00:00:00,Delayed
22712,22712,319,439,Truck,2024-09-15 04:00:00,2024-07-28 09:00:00,Completed
22713,22713,311,139,Ship,2024-10-01 21:00:00,2024-08-01 17:00:00,In Transit
22714,22714,75,223,Cargo Van,2024-02-20 07:00:00,2024-10-26 11:00:00,Delayed
22715,22715,267,47,Ship,2024-10-01 04:00:00,2024-08-04 08:00:00,Completed
22716,22716,374,388,Ship,2024-01-18 17:00:00,2024-03-19 08:00:00,Completed
22717,22717,119,129,Ship,2024-08-16 15:00:00,2024-02-06 16:00:00,Completed
22718,22718,356,213,Truck,2024-09-07 04:00:00,2024-10-16 09:00:00,In Transit
22719,22719,285,448,Air Freight,2024-05-20 05:00:00,2024-08-20 07:00:00,Completed
22720,22720,194,67,Ship,2024-07-02 22:00:00,2024-01-01 23:00:00,In Transit
22721,22721,496,229,Cargo Van,2024-07-25 22:00:00,2024-05-19 06:00:00,Delayed
22722,22722,21,364,Ship,2024-02-27 03:00:00,2024-01-20 14:00:00,Delayed
22723,22723,389,95,Air Freight,2024-09-26 05:00:00,2024-04-15 19:00:00,Delayed
22724,22724,2,343,Truck,2024-02-14 18:00:00,2024-04-27 20:00:00,In Transit
22725,22725,458,137,Air Freight,2024-10-17 13:00:00,2024-10-17 15:00:00,Completed
