partner_id,partner_name,vehicle_type,driver_name,experience_years,rating,city,availability_status
1172,DHL Express,Ship,Driver_1172,5,4.91,Toronto,Offline
1173,Maersk Logistics,Cargo Van,Driver_1173,9,4.09,Toronto,Busy
1174,DB Schenker,Cargo Van,Driver_1174,13,3.87,Berlin,Busy
1175,XPO Logistics,Truck,Driver_1175,24,4.78,Toronto,Busy
1176,C.H. Robinson,Ship,Driver_1176,12,4.7,Sydney,Busy
1177,Nippon Express,Cargo Van,Driver_1177,18,3.84,Berlin,Offline
1178,Kuehne + Nagel,Truck,Driver_1178,4,3.39,London,Offline
1179,SF Express,Truck,Driver_1179,16,4.19,Toronto,Offline
1180,Blue Dart Express,Ship,Driver_1180,22,3.48,London,Offline
1181,UPS Logistics,Air Freight,Driver_1181,5,4.68,Sydney,Available
1182,DHL Express,Air Freight,Driver_1182,3,4.64,Toronto,Busy
1183,Maersk Logistics,Cargo Van,Driver_1183,12,3.59,Singapore,Offline
1184,DB Schenker,Cargo Van,Driver_1184,10,3.48,New York,Available
1185,XPO Logistics,Cargo Van,Driver_1185,17,3.83,Mumbai,Offline
1186,C.H. Robinson,Cargo Van,Driver_1186,3,4.94,Toronto,Busy
1187,Nippon Express,Cargo Van,Driver_1187,10,4.99,New York,Offline
1188,Kuehne + Nagel,Air Freight,Driver_1188,7,4.01,Sydney,Available
1189,SF Express,Truck,Driver_1189,1,4.72,Singapore,Available
1190,Blue Dart Express,Cargo Van,Driver_1190,21,4.0,Singapore,Available
1191,UPS Logistics,Air Freight,Driver_1191,6,4.57,Sydney,Available
1192,DHL Express,Cargo Van,Driver_1192,9,4.11,Dubai,Busy
1193,Maersk Logistics,Cargo Van,Driver_1193,5,4.8,Sydney,Available
1194,DB Schenker,Air Freight,Driver_1194,18,3.47,Dubai,Busy
1195,XPO Logistics,Cargo Van,Driver_1195,1,4.94,Toronto,Offline
1196,C.H. Robinson,Air Freight,Driver_1196,13,3.44,New York,Offline
1197,Nippon Express,Air Freight,Driver_1197,3,4.16,Berlin,Available
1198,Kuehne + Nagel,Air Freight,Driver_1198,4,3.43,Dubai,Available
1199,SF Express,Cargo Van,Driver_1199,17,3.63,New York,Available
1200,Blue Dart Express,Truck,Driver_1200,14,3.32,Toronto,Offline
1201,UPS Logistics,Cargo Van,Driver_1201,21,3.81,Toronto,Available
1202,DHL Express,Air Freight,Driver_1202,20,4.08,Toronto,Available
1203,Maersk Logistics,Truck,Driver_1203,11,3.8,Sydney,Busy
1204,DB Schenker,Truck,Driver_1204,7,4.78,Singapore,Offline
1205,XPO Logistics,Cargo Van,Driver_1205,18,3.86,Toronto,Busy
1206,C.H. Robinson,Truck,Driver_1206,24,3.71,Berlin,Offline
1207,Nippon Express,Ship,Driver_1207,22,4.06,Dubai,Busy
1208,Kuehne + Nagel,Truck,Driver_1208,5,3.78,London,Offline
1209,SF Express,Air Freight,Driver_1209,10,4.17,Toronto,Available
1210,Blue Dart Express,Ship,Driver_1210,6,4.02,Berlin,Busy
1211,UPS Logistics,Ship,Driver_1211,23,4.61,New York,Offline
1212,DHL Express,Air Freight,Driver_1212,16,3.61,London,Busy
1213,Maersk Logistics,Truck,Driver_1213,19,4.12,London,Offline
1214,DB Schenker,Cargo Van,Driver_1214,14,3.45,Berlin,Busy
1215,XPO Logistics,Ship,Driver_1215,18,4.93,New York,Offline
1216,C.H. Robinson,Ship,Driver_1216,23,4.86,London,Offline
1217,Nippon Express,Truck,Driver_1217,1,3.78,Singapore,Offline
1218,Kuehne + Nagel,Cargo Van,Driver_1218,19,4.31,Toronto,Busy
1219,SF Express,Ship,Driver_1219,7,3.43,Mumbai,Offline
1220,Blue Dart Express,Air Freight,Driver_1220,10,3.08,Dubai,Busy
1221,UPS Logistics,Cargo Van,Driver_1221,24,4.24,Sydney,Offline
1222,DHL Express,Ship,Driver_1222,7,3.53,London,Busy
1223,Maersk Logistics,Truck,Driver_1223,23,3.27,Sydney,Busy
1224,DB Schenker,Cargo Van,Driver_1224,6,3.97,Mumbai,Available
1225,XPO Logistics,Cargo Van,Driver_1225,13,4.86,London,Available
1226,C.H. Robinson,Ship,Driver_1226,14,4.32,Singapore,Busy
1227,Nippon Express,Truck,Driver_1227,24,4.92,London,Offline
1228,Kuehne + Nagel,Air Freight,Driver_1228,18,3.05,Dubai,Offline
1229,SF Express,Air Freight,Driver_1229,12,3.72,New York,Offline
1230,Blue Dart Express,Ship,Driver_1230,7,3.04,Dubai,Busy
1231,UPS Logistics,Cargo Van,Driver_1231,1,4.32,London,Offline
1232,DHL Express,Air Freight,Driver_1232,2,3.9,Dubai,Offline
1233,Maersk Logistics,Cargo Van,Driver_1233,16,4.89,Berlin,Busy
1234,DB Schenker,Air Freight,Driver_1234,20,3.16,Berlin,Busy
1235,XPO Logistics,Air Freight,Driver_1235,15,4.96,Toronto,Available
1236,C.H. Robinson,Truck,Driver_1236,8,3.84,Toronto,Available
1237,Nippon Express,Air Freight,Driver_1237,16,3.89,Toronto,Offline
1238,Kuehne + Nagel,Air Freight,Driver_1238,6,3.21,Singapore,Busy
1239,SF Express,Truck,Driver_1239,13,4.43,Dubai,Busy
1240,Blue Dart Express,Ship,Driver_1240,17,4.87,Dubai,Available
1241,UPS Logistics,Cargo Van,Driver_1241,16,4.96,Dubai,Busy
1242,DHL Express,Air Freight,Driver_1242,8,3.04,Toronto,Available
1243,Maersk Logistics,Truck,Driver_1243,20,4.38,Singapore,Busy
1244,DB Schenker,Air Freight,Driver_1244,9,5.0,Toronto,Offline
1245,XPO Logistics,Air Freight,Driver_1245,5,4.21,Toronto,Offline
1246,C.H. Robinson,Air Freight,Driver_1246,4,4.92,Mumbai,Busy
1247,Nippon Express,Truck,Driver_1247,15,4.27,Dubai,Busy
1248,Kuehne + Nagel,Cargo Van,Driver_1248,14,4.32,New York,Offline
1249,SF Express,Truck,Driver_1249,18,3.49,Dubai,Offline
1250,Blue Dart Express,Truck,Driver_1250,19,3.26,Sydney,Available
1251,UPS Logistics,Truck,Driver_1251,21,3.46,Dubai,Busy
1252,DHL Express,Truck,Driver_1252,19,4.55,Toronto,Offline
1253,Maersk Logistics,Truck,Driver_1253,3,3.66,Toronto,Available
1254,DB Schenker,Ship,Driver_1254,1,3.16,New York,Available
1255,XPO Logistics,Truck,Driver_1255,6,4.73,Berlin,Offline
1256,C.H. Robinson,Air Freight,Driver_1256,10,4.35,Toronto,Available
1257,Nippon Express,Air Freight,Driver_1257,4,3.61,Dubai,Available
1258,Kuehne + Nagel,Cargo Van,Driver_1258,21,4.62,Berlin,Busy
1259,SF Express,Air Freight,Driver_1259,2,4.47,Sydney,Available
1260,Blue Dart Express,Truck,Driver_1260,17,3.21,Toronto,Offline
1261,UPS Logistics,Ship,Driver_1261,9,3.1,Toronto,Offline
1262,DHL Express,Truck,Driver_1262,20,4.85,New York,Busy
1263,Maersk Logistics,Ship,Driver_1263,14,4.08,Berlin,Offline
1264,DB Schenker,Ship,Driver_1264,17,4.68,Mumbai,Offline
1265,XPO Logistics,Truck,Driver_1265,15,3.6,New York,Offline
1266,C.H. Robinson,Truck,Driver_1266,14,4.3,Mumbai,Offline
1267,Nippon Express,Truck,Driver_1267,13,3.53,London,Offline
1268,Kuehne + Nagel,Air Freight,Driver_1268,21,4.76,Dubai,Offline
1269,SF Express,Cargo Van,Driver_1269,9,4.37,Toronto,Available
1270,Blue Dart Express,Ship,Driver_1270,12,4.69,Berlin,Available
1271,UPS Logistics,Air Freight,Driver_1271,2,3.5,London,Available
1272,DHL Express,Cargo Van,Driver_1272,15,4.07,New York,Busy
1273,Maersk Logistics,Truck,Driver_1273,21,4.25,Singapore,Offline
1274,DB Schenker,Cargo Van,Driver_1274,9,3.53,Sydney,Busy
1275,XPO Logistics,Cargo Van,Driver_1275,11,4.98,Toronto,Busy
1276,C.H. Robinson,Ship,Driver_1276,7,4.67,Dubai,Available
1277,Nippon Express,Truck,Driver_1277,12,4.73,London,Offline
1278,Kuehne + Nagel,Truck,Driver_1278,11,3.87,Sydney,Offline
1279,SF Express,Cargo Van,Driver_1279,19,4.27,Sydney,Available
1280,Blue Dart Express,Air Freight,Driver_1280,9,3.28,Sydney,Busy
1281,UPS Logistics,Ship,Driver_1281,4,3.0,Singapore,Offline
1282,DHL Express,Truck,Driver_1282,11,3.56,Singapore,Available
1283,Maersk Logistics,Cargo Van,Driver_1283,14,3.83,Singapore,Busy
1284,DB Schenker,Cargo Van,Driver_1284,20,3.86,Berlin,Busy
1285,XPO Logistics,Truck,Driver_1285,19,3.14,London,Busy
1286,C.H. Robinson,Air Freight,Driver_1286,2,4.12,Mumbai,Available
1287,Nippon Express,Air Freight,Driver_1287,21,4.26,Mumbai,Available
1288,Kuehne + Nagel,Air Freight,Driver_1288,6,4.34,Singapore,Busy
1289,SF Express,Ship,Driver_1289,21,4.88,Singapore,Offline
1290,Blue Dart Express,Ship,Driver_1290,10,3.28,Toronto,Busy
1291,UPS Logistics,Ship,Driver_1291,22,4.18,New York,Available
1292,DHL Express,Cargo Van,Driver_1292,19,4.07,Dubai,Busy
1293,Maersk Logistics,Air Freight,Driver_1293,17,3.59,New York,Offline
1294,DB Schenker,Ship,Driver_1294,16,3.5,Toronto,Available
1295,XPO Logistics,Truck,Driver_1295,9,3.3,Sydney,Offline
1296,C.H. Robinson,Truck,Driver_1296,16,3.96,Berlin,Available
1297,Nippon Express,Ship,Driver_1297,14,4.78,Toronto,Available
1298,Kuehne + Nagel,Air Freight,Driver_1298,22,3.92,New York,Offline
1299,SF Express,Truck,Driver_1299,16,3.46,London,Available
1300,Blue Dart Express,Cargo Van,Driver_1300,23,4.86,New York,Busy
1301,UPS Logistics,Ship,Driver_1301,23,4.58,New York,Busy
1302,DHL Express,Cargo Van,Driver_1302,7,4.7,Mumbai,Available
1303,Maersk Logistics,Ship,Driver_1303,1,3.79,New York,Available
1304,DB Schenker,Truck,Driver_1304,1,4.5,London,Offline
1305,XPO Logistics,Ship,Driver_1305,4,3.57,Dubai,Offline
1306,C.H. Robinson,Cargo Van,Driver_1306,6,3.87,Berlin,Offline
1307,Nippon Express,Ship,Driver_1307,18,3.92,Mumbai,Busy
1308,Kuehne + Nagel,Cargo Van,Driver_1308,10,3.95,Dubai,Available
1309,SF Express,Truck,Driver_1309,21,3.46,Dubai,Available
1310,Blue Dart Express,Truck,Driver_1310,9,4.58,Sydney,Busy
1311,UPS Logistics,Air Freight,Driver_1311,17,4.64,Dubai,Available
1312,DHL Express,Ship,Driver_1312,20,3.12,Berlin,Offline
1313,Maersk Logistics,Ship,Driver_1313,20,4.12,London,Offline
1314,DB Schenker,Air Freight,Driver_1314,19,3.93,Dubai,Busy
1315,XPO Logistics,Air Freight,Driver_1315,3,4.72,Berlin,Available
1316,C.H. Robinson,Cargo Van,Driver_1316,10,4.53,Toronto,Offline
1317,Nippon Express,Cargo Van,Driver_1317,17,4.33,Singapore,Busy
1318,Kuehne + Nagel,Ship,Driver_1318,12,3.87,Dubai,Busy
1319,SF Express,Cargo Van,Driver_1319,20,4.45,Dubai,Offline
1320,Blue Dart Express,Cargo Van,Driver_1320,10,4.07,Dubai,Offline
1321,UPS Logistics,Ship,Driver_1321,2,3.93,Berlin,Offline
1322,DHL Express,Air Freight,Driver_1322,19,4.46,London,Busy
1323,Maersk Logistics,Truck,Driver_1323,4,3.32,Toronto,Available
1324,DB Schenker,Air Freight,Driver_1324,11,4.1,Dubai,Available
1325,XPO Logistics,Cargo Van,Driver_1325,24,4.61,Singapore,Available
1326,C.H. Robinson,Truck,Driver_1326,14,3.95,Mumbai,Available
1327,Nippon Express,Air Freight,Driver_1327,4,4.22,Mumbai,Available
1328,Kuehne + Nagel,Truck,Driver_1328,15,4.94,Singapore,Busy
1329,SF Express,Air Freight,Driver_1329,17,4.39,Sydney,Offline
1330,Blue Dart Express,Cargo Van,Driver_1330,24,3.78,Sydney,Offline
1331,UPS Logistics,Truck,Driver_1331,4,3.11,Berlin,Available
1332,DHL Express,Truck,Driver_1332,15,3.05,Toronto,Offline
1333,Maersk Logistics,Ship,Driver_1333,2,4.72,Toronto,Available
1334,DB Schenker,Ship,Driver_1334,24,3.58,Dubai,Available
1335,XPO Logistics,Air Freight,Driver_1335,1,3.96,Singapore,Offline
1336,C.H. Robinson,Ship,Driver_1336,6,4.36,New York,Offline
1337,Nippon Express,Ship,Driver_1337,18,3.06,Mumbai,Busy
1338,Kuehne + Nagel,Truck,Driver_1338,15,4.65,Mumbai,Offline
1339,SF Express,Ship,Driver_1339,23,4.75,Mumbai,Busy
1340,Blue Dart Express,Truck,Driver_1340,7,3.1,London,Offline
1341,UPS Logistics,Ship,Driver_1341,8,3.0,Berlin,Available
1342,DHL Express,Truck,Driver_1342,23,3.92,Sydney,Available
1343,Maersk Logistics,Ship,Driver_1343,7,4.52,Sydney,Busy
1344,DB Schenker,Air Freight,Driver_1344,3,3.45,Dubai,Available
1345,XPO Logistics,Ship,Driver_1345,11,4.05,Dubai,Available
1346,C.H. Robinson,Truck,Driver_1346,20,4.13,Berlin,Busy
1347,Nippon Express,Air Freight,Driver_1347,17,4.01,Sydney,Offline
1348,Kuehne + Nagel,Truck,Driver_1348,14,4.62,Dubai,Available
1349,SF Express,Truck,Driver_1349,19,4.49,Singapore,Available
1350,Blue Dart Express,Cargo Van,Driver_1350,24,4.2,London,Offline
1351,UPS Logistics,Air Freight,Driver_1351,15,3.27,Mumbai,Available
1352,DHL Express,Cargo Van,Driver_1352,23,4.74,Mumbai,Available
1353,Maersk Logistics,Cargo Van,Driver_1353,1,4.59,Singapore,Available
1354,DB Schenker,Truck,Driver_1354,4,4.98,Singapore,Busy
1355,XPO Logistics,Cargo Van,Driver_1355,6,3.0,Mumbai,Available
1356,C.H. Robinson,Truck,Driver_1356,13,4.98,Sydney,Available
1357,Nippon Express,Ship,Driver_1357,10,3.46,Berlin,Offline
1358,Kuehne + Nagel,Ship,Driver_1358,19,3.23,Berlin,Busy
1359,SF Express,Air Freight,Driver_1359,24,4.06,London,Offline
1360,Blue Dart Express,Ship,Driver_1360,21,3.45,London,Available
1361,UPS Logistics,Cargo Van,Driver_1361,11,4.74,Dubai,Busy
1362,DHL Express,Ship,Driver_1362,4,4.03,Singapore,Available
1363,Maersk Logistics,Air Freight,Driver_1363,19,3.8,Berlin,Available
1364,DB Schenker,Ship,Driver_1364,7,4.66,Dubai,Available
1365,XPO Logistics,Cargo Van,Driver_1365,4,3.44,Singapore,Available
1366,C.H. Robinson,Air Freight,Driver_1366,2,3.91,Mumbai,Offline
1367,Nippon Express,Ship,Driver_1367,12,4.75,Sydney,Available
1368,Kuehne + Nagel,Ship,Driver_1368,18,3.62,Dubai,Busy
1369,SF Express,Air Freight,Driver_1369,4,3.71,Mumbai,Busy
1370,Blue Dart Express,Ship,Driver_1370,23,4.12,Mumbai,Busy
1371,UPS Logistics,Cargo Van,Driver_1371,7,4.85,London,Offline
1372,DHL Express,Ship,Driver_1372,6,3.12,Singapore,Busy
1373,Maersk Logistics,Ship,Driver_1373,9,4.3,New York,Offline
1374,DB Schenker,Ship,Driver_1374,24,3.81,Berlin,Busy
1375,XPO Logistics,Air Freight,Driver_1375,1,4.08,Mumbai,Offline
1376,C.H. Robinson,Air Freight,Driver_1376,7,3.43,Singapore,Busy
1377,Nippon Express,Air Freight,Driver_1377,7,4.27,Sydney,Offline
1378,Kuehne + Nagel,Cargo Van,Driver_1378,19,4.88,Berlin,Available
1379,SF Express,Truck,Driver_1379,24,4.74,Mumbai,Offline
1380,Blue Dart Express,Ship,Driver_1380,1,4.96,London,Offline
1381,UPS Logistics,Cargo Van,Driver_1381,10,4.9,Mumbai,Busy
1382,DHL Express,Truck,Driver_1382,8,3.32,New York,Available
1383,Maersk Logistics,Truck,Driver_1383,20,3.47,New York,Busy
1384,DB Schenker,Truck,Driver_1384,24,3.38,New York,Busy
1385,XPO Logistics,Cargo Van,Driver_1385,1,4.71,Toronto,Busy
1386,C.H. Robinson,Ship,Driver_1386,12,4.88,Dubai,Available
1387,Nippon Express,Cargo Van,Driver_1387,6,3.88,Singapore,Offline
1388,Kuehne + Nagel,Air Freight,Driver_1388,23,3.97,Singapore,Busy
1389,SF Express,Ship,Driver_1389,14,4.45,Toronto,Offline
1390,Blue Dart Express,Cargo Van,Driver_1390,5,4.63,New York,Available
1391,UPS Logistics,Truck,Driver_1391,1,4.82,Toronto,Offline
1392,DHL Express,Cargo Van,Driver_1392,2,3.24,Sydney,Offline
1393,Maersk Logistics,Truck,Driver_1393,21,4.22,Sydney,Busy
1394,DB Schenker,Ship,Driver_1394,17,4.39,Berlin,Busy
1395,XPO Logistics,Ship,Driver_1395,22,4.38,London,Available
1396,C.H. Robinson,Truck,Driver_1396,18,3.84,Berlin,Offline
1397,Nippon Express,Air Freight,Driver_1397,18,3.68,Dubai,Offline
1398,Kuehne + Nagel,Ship,Driver_1398,12,4.84,London,Available
1399,SF Express,Truck,Driver_1399,19,3.37,Toronto,Available
1400,Blue Dart Express,Air Freight,Driver_1400,21,3.98,Mumbai,Available
1401,UPS Logistics,Truck,Driver_1401,19,4.27,Singapore,Available
1402,DHL Express,Cargo Van,Driver_1402,20,3.01,Toronto,Busy
1403,Maersk Logistics,Truck,Driver_1403,20,3.7,Berlin,Offline
1404,DB Schenker,Ship,Driver_1404,24,4.55,Singapore,Offline
1405,XPO Logistics,Cargo Van,Driver_1405,12,4.93,Berlin,Busy
1406,C.H. Robinson,Cargo Van,Driver_1406,21,4.6,Singapore,Busy
1407,Nippon Express,Air Freight,Driver_1407,8,3.92,Mumbai,Busy
1408,Kuehne + Nagel,Cargo Van,Driver_1408,3,3.58,Singapore,Available
1409,SF Express,Cargo Van,Driver_1409,5,3.35,Dubai,Available
1410,Blue Dart Express,Truck,Driver_1410,24,4.12,Dubai,Offline
1411,UPS Logistics,Ship,Driver_1411,13,3.38,Berlin,Available
1412,DHL Express,Truck,Driver_1412,4,4.46,Toronto,Busy
1413,Maersk Logistics,Cargo Van,Driver_1413,17,4.25,New York,Offline
1414,DB Schenker,Air Freight,Driver_1414,14,3.54,Toronto,Offline
1415,XPO Logistics,Ship,Driver_1415,15,4.85,London,Available
1416,C.H. Robinson,Cargo Van,Driver_1416,6,3.93,Dubai,Offline
1417,Nippon Express,Truck,Driver_1417,23,3.23,New York,Offline
1418,Kuehne + Nagel,Air Freight,Driver_1418,10,4.99,Mumbai,Offline
1419,SF Express,Truck,Driver_1419,6,3.02,Sydney,Offline
1420,Blue Dart Express,Ship,Driver_1420,17,4.81,Sydney,Busy
1421,UPS Logistics,Air Freight,Driver_1421,21,4.83,Singapore,Busy
1422,DHL Express,Cargo Van,Driver_1422,18,3.96,New York,Offline
1423,Maersk Logistics,Truck,Driver_1423,24,4.39,Dubai,Busy
1424,DB Schenker,Truck,Driver_1424,14,4.53,Mumbai,Offline
1425,XPO Logistics,Air Freight,Driver_1425,3,3.4,Sydney,Available
1426,C.H. Robinson,Air Freight,Driver_1426,8,3.49,London,Offline
1427,Nippon Express,Ship,Driver_1427,14,4.33,London,Busy
1428,Kuehne + Nagel,Cargo Van,Driver_1428,21,3.14,Dubai,Available
1429,SF Express,Ship,Driver_1429,6,3.27,Mumbai,Offline
1430,Blue Dart Express,Truck,Driver_1430,7,4.17,Singapore,Available
1431,UPS Logistics,Air Freight,Driver_1431,6,3.67,Mumbai,Busy
1432,DHL Express,Air Freight,Driver_1432,15,3.43,Sydney,Available
1433,Maersk Logistics,Ship,Driver_1433,2,3.55,Berlin,Available
1434,DB Schenker,Ship,Driver_1434,21,3.99,Singapore,Busy
1435,XPO Logistics,Cargo Van,Driver_1435,10,4.16,Dubai,Available
1436,C.H. Robinson,Air Freight,Driver_1436,5,4.84,Berlin,Busy
1437,Nippon Express,Truck,Driver_1437,1,3.77,Toronto,Offline
1438,Kuehne + Nagel,Ship,Driver_1438,1,4.75,Berlin,Busy
1439,SF Express,Cargo Van,Driver_1439,9,3.86,New York,Available
1440,Blue Dart Express,Air Freight,Driver_1440,12,3.4,Toronto,Offline
1441,UPS Logistics,Truck,Driver_1441,13,3.37,New York,Busy
1442,DHL Express,Air Freight,Driver_1442,19,4.1,Toronto,Offline
1443,Maersk Logistics,Truck,Driver_1443,15,3.08,Singapore,Available
1444,DB Schenker,Air Freight,Driver_1444,22,4.92,Sydney,Busy
1445,XPO Logistics,Truck,Driver_1445,22,3.28,Berlin,Busy
1446,C.H. Robinson,Cargo Van,Driver_1446,6,4.46,Sydney,Offline
1447,Nippon Express,Truck,Driver_1447,4,3.95,Dubai,Offline
1448,Kuehne + Nagel,Cargo Van,Driver_1448,1,4.37,New York,Busy
1449,SF Express,Truck,Driver_1449,9,4.57,Singapore,Busy
1450,Blue Dart Express,Truck,Driver_1450,10,3.74,London,Available
1451,UPS Logistics,Ship,Driver_1451,2,3.21,Toronto,Available
1452,DHL Express,Truck,Driver_1452,4,3.63,Sydney,Available
1453,Maersk Logistics,Air Freight,Driver_1453,18,3.84,Sydney,Busy
1454,DB Schenker,Air Freight,Driver_1454,24,4.37,London,Offline
1455,XPO Logistics,Air Freight,Driver_1455,9,3.56,London,Available
1456,C.H. Robinson,Air Freight,Driver_1456,8,4.06,Mumbai,Busy
1457,Nippon Express,Cargo Van,Driver_1457,11,4.63,Mumbai,Busy
1458,Kuehne + Nagel,Cargo Van,Driver_1458,5,4.04,Sydney,Offline
1459,SF Express,Ship,Driver_1459,5,4.74,London,Busy
1460,Blue Dart Express,Cargo Van,Driver_1460,8,4.61,Sydney,Offline
1461,UPS Logistics,Truck,Driver_1461,20,4.16,Berlin,Busy
1462,DHL Express,Cargo Van,Driver_1462,20,3.22,Sydney,Offline
1463,Maersk Logistics,Ship,Driver_1463,5,4.84,Dubai,Busy
1464,DB Schenker,Ship,Driver_1464,6,3.44,Dubai,Busy
1465,XPO Logistics,Truck,Driver_1465,7,3.49,Toronto,Offline
1466,C.H. Robinson,Ship,Driver_1466,21,4.91,London,Offline
1467,Nippon Express,Ship,Driver_1467,19,3.95,Sydney,Available
1468,Kuehne + Nagel,Air Freight,Driver_1468,20,4.88,New York,Busy
1469,SF Express,Cargo Van,Driver_1469,10,3.89,Dubai,Available
1470,Blue Dart Express,Cargo Van,Driver_1470,6,3.01,London,Available
1471,UPS Logistics,Air Freight,Driver_1471,3,4.67,Sydney,Available
1472,DHL Express,Truck,Driver_1472,17,4.44,Mumbai,Available
1473,Maersk Logistics,Cargo Van,Driver_1473,11,3.27,Singapore,Available
1474,DB Schenker,Truck,Driver_1474,8,4.97,Berlin,Busy
1475,XPO Logistics,Ship,Driver_1475,16,3.54,Singapore,Busy
1476,C.H. Robinson,Truck,Driver_1476,8,4.03,Dubai,Available
1477,Nippon Express,Truck,Driver_1477,2,3.37,Toronto,Busy
1478,Kuehne + Nagel,Ship,Driver_1478,12,3.67,London,Offline
1479,SF Express,Cargo Van,Driver_1479,16,3.67,Mumbai,Available
1480,Blue Dart Express,Truck,Driver_1480,7,4.27,Berlin,Available
1481,UPS Logistics,Ship,Driver_1481,16,4.25,Sydney,Available
1482,DHL Express,Air Freight,Driver_1482,12,3.42,Berlin,Offline
1483,Maersk Logistics,Truck,Driver_1483,18,4.74,London,Busy
1484,DB Schenker,Cargo Van,Driver_1484,23,4.5,New York,Busy
1485,XPO Logistics,Cargo Van,Driver_1485,14,3.19,Mumbai,Offline
1486,C.H. Robinson,Cargo Van,Driver_1486,3,3.03,Toronto,Available
1487,Nippon Express,Truck,Driver_1487,9,3.92,Toronto,Busy
1488,Kuehne + Nagel,Ship,Driver_1488,4,3.89,Toronto,Offline
1489,SF Express,Truck,Driver_1489,16,4.27,Sydney,Offline
1490,Blue Dart Express,Cargo Van,Driver_1490,9,4.12,New York,Busy
1491,UPS Logistics,Air Freight,Driver_1491,2,4.71,Berlin,Available
1492,DHL Express,Cargo Van,Driver_1492,14,3.92,Toronto,Available
1493,Maersk Logistics,Ship,Driver_1493,10,3.76,Singapore,Offline
1494,DB Schenker,Air Freight,Driver_1494,9,3.9,Berlin,Available
1495,XPO Logistics,Cargo Van,Driver_1495,23,4.58,Toronto,Offline
1496,C.H. Robinson,Air Freight,Driver_1496,6,4.65,Sydney,Available
1497,Nippon Express,Cargo Van,Driver_1497,13,3.51,New York,Offline
1498,Kuehne + Nagel,Cargo Van,Driver_1498,10,3.87,Berlin,Offline
1499,SF Express,Air Freight,Driver_1499,19,3.87,Mumbai,Available
1500,Blue Dart Express,Cargo Van,Driver_1500,1,3.95,Dubai,Available
1501,UPS Logistics,Truck,Driver_1501,19,4.52,Sydney,Offline
1502,DHL Express,Ship,Driver_1502,10,3.22,Mumbai,Busy
1503,Maersk Logistics,Cargo Van,Driver_1503,24,4.65,Toronto,Offline
1504,DB Schenker,Air Freight,Driver_1504,2,3.42,London,Offline
1505,XPO Logistics,Air Freight,Driver_1505,3,4.61,New York,Offline
1506,C.H. Robinson,Cargo Van,Driver_1506,14,4.79,Sydney,Offline
1507,Nippon Express,Cargo Van,Driver_1507,16,4.65,Sydney,Available
1508,Kuehne + Nagel,Ship,Driver_1508,18,4.25,Mumbai,Available
1509,SF Express,Air Freight,Driver_1509,4,4.17,Toronto,Available
1510,Blue Dart Express,Cargo Van,Driver_1510,16,4.73,New York,Available
1511,UPS Logistics,Air Freight,Driver_1511,3,3.58,New York,Busy
1512,DHL Express,Ship,Driver_1512,18,3.96,Sydney,Offline
1513,Maersk Logistics,Truck,Driver_1513,6,4.85,London,Available
1514,DB Schenker,Cargo Van,Driver_1514,10,4.18,Sydney,Offline
1515,XPO Logistics,Air Freight,Driver_1515,19,3.03,Singapore,Offline
1516,C.H. Robinson,Air Freight,Driver_1516,3,4.02,Dubai,Busy
1517,Nippon Express,Ship,Driver_1517,23,3.09,Dubai,Offline
1518,Kuehne + Nagel,Air Freight,Driver_1518,2,4.8,Mumbai,Offline
1519,SF Express,Ship,Driver_1519,6,4.23,Singapore,Busy
1520,Blue Dart Express,Air Freight,Driver_1520,6,4.72,Berlin,Available
1521,UPS Logistics,Cargo Van,Driver_1521,13,4.13,Singapore,Busy
1522,DHL Express,Air Freight,Driver_1522,2,3.11,London,Offline
1523,Maersk Logistics,Air Freight,Driver_1523,7,3.07,Mumbai,Busy
1524,DB Schenker,Cargo Van,Driver_1524,3,4.45,London,Busy
1525,XPO Logistics,Ship,Driver_1525,10,3.94,Berlin,Busy
1526,C.H. Robinson,Air Freight,Driver_1526,4,4.77,Dubai,Offline
1527,Nippon Express,Truck,Driver_1527,16,4.19,Toronto,Busy
1528,Kuehne + Nagel,Air Freight,Driver_1528,17,4.01,London,Offline
1529,SF Express,Ship,Driver_1529,11,4.91,London,Offline
1530,Blue Dart Express,Air Freight,Driver_1530,13,4.18,Dubai,Offline
1531,UPS Logistics,Ship,Driver_1531,9,4.92,Singapore,Offline
1532,DHL Express,Truck,Driver_1532,20,4.76,Singapore,Offline
1533,Maersk Logistics,Truck,Driver_1533,12,3.21,New York,Offline
1534,DB Schenker,Air Freight,Driver_1534,19,4.24,Mumbai,Offline
1535,XPO Logistics,Air Freight,Driver_1535,21,3.24,Dubai,Busy
1536,C.H. Robinson,Cargo Van,Driver_1536,6,3.65,New York,Available
1537,Nippon Express,Truck,Driver_1537,6,4.88,Dubai,Available
1538,Kuehne + Nagel,Truck,Driver_1538,23,4.96,New York,Available
1539,SF Express,Truck,Driver_1539,19,4.87,Toronto,Busy
1540,Blue Dart Express,Ship,Driver_1540,16,3.46,Sydney,Offline
1541,UPS Logistics,Air Freight,Driver_1541,1,4.31,New York,Available
1542,DHL Express,Truck,Driver_1542,17,3.5,Toronto,Available
1543,Maersk Logistics,Ship,Driver_1543,11,3.34,Singapore,Available
1544,DB Schenker,Air Freight,Driver_1544,20,3.41,Toronto,Available
