route_id,origin_city,destination_city,distance_km,estimated_time_hr,transport_mode,fuel_cost_usd,risk_score
3889,New York,Singapore,7967,33.23,Cargo Van,5354.68,2.4
3890,Sydney,London,8448,71.91,Truck,495.88,6.77
3891,Mumbai,Singapore,1638,94.99,Truck,6798.55,9.93
3892,Toronto,Sydney,8137,44.82,Ship,5172.87,8.85
3893,Singapore,Toronto,2396,2.11,Ship,6972.24,5.64
3894,Berlin,Mumbai,3576,94.59,Cargo Van,3183.11,3.87
3895,London,Singapore,2165,85.82,Ship,3022.9,2.25
3896,New York,Dubai,3905,66.65,Truck,7979.84,5.36
3897,Toronto,Dubai,242,81.67,Air Freight,3450.32,3.03
3898,Dubai,Berlin,10962,62.73,Air Freight,4379.38,5.88
3899,Singapore,Sydney,2641,95.61,Cargo Van,5454.14,7.5
3900,Dubai,Singapore,10609,79.28,Cargo Van,7320.8,1.32
3901,Mumbai,New York,4960,59.18,Cargo Van,3802.59,6.68
3902,Mumbai,Sydney,5250,34.77,Cargo Van,6559.15,1.53
3903,Dubai,Toronto,4906,30.39,Truck,997.91,5.69
3904,Sydney,Sydney,3447,22.69,Ship,7171.42,9.97
3905,Singapore,Berlin,252,78.97,Truck,6000.49,8.07
3906,New York,Sydney,4900,34.1,Cargo Van,5644.74,9.69
3907,Toronto,Toronto,11374,58.3,Air Freight,1892.33,3.01
3908,Toronto,Berlin,5963,25.01,Ship,6492.73,5.92
3909,Berlin,London,3012,74.95,Air Freight,837.78,9.96
3910,Mumbai,New York,2445,68.0,Cargo Van,6331.58,5.3
3911,Toronto,Toronto,5276,65.53,Truck,7812.7,9.43
3912,New York,Sydney,9645,40.32,Ship,1481.5,7.82
3913,Mumbai,New York,5863,52.87,Truck,6081.09,7.5
3914,Sydney,Toronto,3449,64.44,Air Freight,2233.02,8.29
3915,Dubai,Toronto,7700,59.6,Air Freight,1678.01,3.35
3916,London,Toronto,7801,42.6,Air Freight,4349.36,1.24
3917,Dubai,Sydney,9571,78.08,Cargo Van,6783.5,5.54
3918,Singapore,Toronto,2194,39.18,Truck,4416.7,2.46
3919,Mumbai,Sydney,1667,74.52,Air Freight,6313.04,1.19
3920,Sydney,Singapore,11646,45.1,Ship,386.0,6.03
3921,Mumbai,Berlin,11143,21.99,Cargo Van,5346.43,9.13
3922,New York,Dubai,8686,82.44,Air Freight,4507.83,3.6
3923,New York,Singapore,3893,47.75,Truck,7595.4,2.05
3924,Dubai,Sydney,2146,62.78,Truck,7721.06,3.09
3925,Toronto,Sydney,1205,26.37,Ship,6054.56,4.81
3926,Singapore,London,4565,44.95,Cargo Van,3009.79,5.49
3927,Toronto,New York,8686,37.37,Air Freight,977.43,4.56
3928,Toronto,Mumbai,7455,64.74,Ship,5258.76,5.74
3929,Singapore,Singapore,9456,95.62,Air Freight,6584.28,9.51
3930,London,Mumbai,5161,58.18,Truck,7045.52,1.29
3931,New York,Berlin,7896,72.52,Ship,4388.39,4.65
3932,Toronto,Mumbai,4536,82.76,Cargo Van,5732.04,9.25
3933,Mumbai,Toronto,1341,23.25,Cargo Van,2039.95,2.6
3934,Toronto,Berlin,9473,61.6,Truck,2248.87,9.65
3935,Dubai,Berlin,3345,74.88,Ship,7006.15,5.52
3936,Sydney,Mumbai,3299,14.77,Truck,6580.84,4.77
3937,Singapore,Singapore,1484,12.07,Truck,3188.32,1.02
3938,Dubai,London,5440,51.09,Cargo Van,5642.86,9.68
3939,New York,New York,3545,67.27,Air Freight,3337.84,8.03
3940,Sydney,London,11608,92.58,Truck,6088.7,4.65
3941,Sydney,New York,1169,69.42,Air Freight,7988.26,1.63
3942,London,Berlin,5559,26.1,Cargo Van,7596.36,4.47
3943,Berlin,New York,6772,49.95,Air Freight,4740.34,9.38
3944,Berlin,Sydney,10662,82.18,Ship,2760.44,7.01
3945,London,Singapore,10354,24.43,Ship,7412.59,8.15
3946,New York,Singapore,5281,56.86,Air Freight,6805.13,7.2
3947,Dubai,New York,10657,83.38,Ship,7826.6,9.8
3948,Dubai,Sydney,349,81.54,Air Freight,1144.92,2.13
3949,Dubai,Berlin,7687,34.05,Ship,6587.91,1.76
3950,New York,Berlin,2390,32.92,Truck,529.63,8.66
3951,Mumbai,London,7190,65.13,Ship,6181.17,4.9
3952,Toronto,Toronto,7964,23.46,Air Freight,3816.2,4.51
3953,London,New York,3276,27.07,Air Freight,6039.9,6.14
3954,Dubai,Sydney,10492,92.73,Truck,7680.06,1.86
3955,London,Singapore,8086,74.65,Ship,5289.48,9.6
3956,Berlin,Berlin,1903,56.55,Ship,1150.62,2.74
3957,London,Berlin,1606,39.97,Cargo Van,7696.61,8.17
3958,Berlin,London,9841,78.96,Air Freight,1112.45,1.45
3959,Mumbai,Berlin,10153,47.57,Ship,6707.72,2.59
3960,Berlin,New York,11920,35.11,Cargo Van,7282.71,1.57
3961,Berlin,Toronto,1680,59.9,Cargo Van,7011.22,6.5
3962,New York,Sydney,7778,46.93,Truck,5806.28,8.45
3963,Singapore,Toronto,6855,69.07,Air Freight,4578.43,4.65
3964,Toronto,Berlin,4048,71.09,Truck,444.46,6.1
3965,Sydney,London,10998,62.95,Air Freight,4778.01,9.22
3966,London,Singapore,4065,90.48,Truck,1516.72,2.64
3967,Toronto,Singapore,3529,40.25,Cargo Van,7779.69,3.28
3968,Dubai,New York,2398,78.82,Truck,3784.44,6.36
3969,New York,Sydney,11220,4.65,Air Freight,1002.95,3.42
3970,London,Toronto,1294,94.83,Ship,7152.16,1.84
3971,Toronto,London,3504,2.84,Cargo Van,4060.83,2.3
3972,London,Toronto,7591,50.59,Air Freight,2416.8,1.77
3973,Sydney,Dubai,8319,43.0,Air Freight,7101.16,6.72
3974,Toronto,Sydney,7578,6.84,Air Freight,4046.93,8.46
3975,Dubai,Dubai,1664,81.18,Ship,1718.3,3.46
3976,London,Mumbai,9441,65.69,Air Freight,7679.65,1.06
3977,New York,Dubai,259,8.13,Truck,1631.82,7.15
3978,Berlin,Toronto,5397,70.85,Air Freight,1373.02,6.17
3979,Mumbai,New York,726,89.77,Air Freight,2284.77,6.1
3980,Sydney,Sydney,4111,92.68,Ship,2902.2,7.1
3981,Sydney,Dubai,4139,20.4,Air Freight,1985.63,9.0
3982,Sydney,New York,11514,2.73,Air Freight,2002.64,6.17
3983,Toronto,Singapore,4619,63.63,Air Freight,6505.13,9.07
3984,Sydney,Berlin,3756,22.58,Ship,4927.96,8.57
3985,Toronto,Berlin,712,39.82,Cargo Van,6465.95,9.51
3986,Toronto,Mumbai,10987,76.19,Air Freight,5768.7,1.38
3987,Singapore,Singapore,10352,86.5,Truck,4796.79,4.85
3988,New York,Berlin,8796,23.53,Truck,1582.68,9.74
3989,New York,Dubai,8281,45.12,Truck,5922.21,9.72
3990,Berlin,Berlin,3603,28.43,Cargo Van,7949.93,3.09
3991,Toronto,New York,6117,69.82,Air Freight,3403.91,8.66
3992,London,New York,1113,69.07,Air Freight,7059.83,7.98
3993,Sydney,Mumbai,4754,15.9,Truck,3197.84,9.18
3994,Dubai,Mumbai,1618,71.14,Cargo Van,881.96,1.59
3995,Dubai,Berlin,10343,12.6,Truck,4507.79,9.18
3996,Sydney,Toronto,2376,61.23,Truck,6668.84,5.99
3997,London,Dubai,9533,2.83,Air Freight,4785.92,3.68
3998,Mumbai,Mumbai,5929,59.43,Ship,4451.45,9.0
3999,Sydney,Singapore,8146,18.38,Truck,4358.36,5.57
4000,Toronto,Dubai,4806,85.1,Air Freight,4807.48,8.36
4001,New York,Mumbai,2538,41.78,Air Freight,7280.23,9.2
4002,New York,New York,8412,9.9,Cargo Van,2877.38,2.13
4003,Singapore,Dubai,1043,5.73,Truck,594.88,2.49
4004,Mumbai,Sydney,9522,95.82,Truck,1004.76,8.76
4005,Toronto,Singapore,4137,67.88,Truck,3065.69,4.67
4006,London,Berlin,878,16.16,Air Freight,7685.87,2.14
4007,Singapore,Dubai,9220,47.49,Ship,7507.52,6.04
4008,Mumbai,Sydney,163,94.45,Cargo Van,1117.29,1.02
4009,London,Mumbai,6518,2.33,Ship,6484.71,9.96
4010,Berlin,Sydney,2846,29.04,Cargo Van,1842.37,7.06
4011,Dubai,Dubai,452,38.29,Air Freight,4873.34,4.49
4012,Dubai,Singapore,9250,32.17,Ship,5668.03,8.85
4013,Toronto,Berlin,2994,4.64,Air Freight,3352.13,5.75
4014,London,Singapore,2058,53.36,Cargo Van,7781.15,7.64
4015,Toronto,Sydney,3255,22.47,Truck,6565.56,7.62
4016,Sydney,Singapore,1129,51.72,Truck,2007.59,8.84
4017,New York,Dubai,305,7.0,Ship,6674.01,9.92
4018,Sydney,New York,4313,42.46,Air Freight,1646.48,5.91
4019,Mumbai,Sydney,3386,49.91,Cargo Van,655.45,7.97
4020,Berlin,New York,9268,55.69,Cargo Van,3189.73,1.1
4021,Singapore,London,9013,89.74,Air Freight,5745.31,8.78
4022,Sydney,Toronto,7691,7.69,Cargo Van,5573.57,1.87
4023,Mumbai,Singapore,2874,83.32,Cargo Van,3096.25,9.69
4024,London,Mumbai,6123,54.17,Truck,783.79,9.35
4025,London,Singapore,9905,89.26,Truck,1397.53,7.45
4026,Dubai,Berlin,8982,50.09,Cargo Van,5780.51,9.73
4027,Berlin,New York,8900,7.22,Ship,5397.79,4.62
4028,Dubai,Mumbai,2515,35.54,Ship,6959.55,9.84
4029,Singapore,London,4984,71.13,Air Freight,4876.45,6.5
4030,Sydney,New York,2792,41.93,Ship,3352.4,4.49
4031,London,Dubai,2693,82.01,Ship,1465.08,9.18
4032,Singapore,London,1316,19.61,Ship,3896.95,7.62
4033,New York,London,5439,9.38,Truck,2910.72,4.55
4034,Mumbai,Dubai,7164,63.82,Truck,6522.73,7.92
4035,Singapore,New York,9315,81.73,Truck,1113.9,8.41
4036,Berlin,Toronto,2659,59.68,Truck,4843.38,1.77
4037,London,Singapore,10396,57.04,Ship,6046.1,1.42
4038,New York,Dubai,7129,83.98,Ship,4718.49,5.86
4039,Berlin,London,111,94.47,Air Freight,4450.95,5.32
4040,Berlin,Dubai,1142,58.41,Ship,2448.32,1.02
4041,London,Toronto,3433,39.07,Cargo Van,1145.5,9.25
4042,Sydney,Toronto,6042,78.15,Cargo Van,4289.97,5.66
4043,Berlin,Berlin,5504,85.68,Ship,4243.4,2.56
4044,Toronto,Dubai,4217,75.54,Air Freight,6314.1,3.89
4045,Sydney,Sydney,7783,7.2,Ship,355.15,4.49
4046,New York,Sydney,6508,54.03,Ship,6537.64,9.73
4047,Singapore,New York,8524,27.86,Ship,3800.93,5.21
4048,London,New York,1122,43.03,Ship,2184.51,6.98
4049,Berlin,Singapore,2735,73.58,Cargo Van,6115.8,8.28
4050,Singapore,Dubai,11532,6.09,Air Freight,6439.08,7.04
4051,Sydney,Sydney,2838,75.74,Air Freight,3687.98,8.7
4052,Mumbai,Berlin,7568,29.49,Truck,7600.86,7.62
4053,Dubai,London,5721,74.99,Cargo Van,4736.1,9.97
4054,Toronto,Berlin,2754,67.29,Ship,7367.84,5.86
4055,Mumbai,Singapore,11575,2.03,Cargo Van,3375.71,7.3
4056,Toronto,Sydney,4675,21.58,Ship,2581.19,6.16
4057,New York,Berlin,5818,46.35,Ship,5810.64,5.43
4058,Singapore,Toronto,3797,3.09,Ship,5968.43,2.38
4059,Toronto,Toronto,1522,27.66,Air Freight,2299.05,2.38
4060,Berlin,Toronto,10702,88.37,Ship,1809.33,3.49
4061,Singapore,New York,6261,83.15,Ship,6352.99,1.33
4062,Dubai,Singapore,2832,48.61,Ship,4167.18,2.08
4063,Dubai,Dubai,5127,6.92,Truck,1801.63,3.45
4064,Toronto,Dubai,7893,51.18,Truck,7789.75,9.34
4065,Toronto,Singapore,10733,43.2,Ship,6008.94,1.6
4066,Toronto,Sydney,4592,78.64,Air Freight,5300.12,1.56
4067,Mumbai,Berlin,1803,31.88,Truck,2307.03,4.71
4068,Sydney,New York,5318,39.98,Air Freight,3885.01,6.37
4069,Mumbai,Mumbai,1777,15.24,Ship,5052.49,1.79
4070,Berlin,London,8320,13.98,Cargo Van,233.36,8.54
4071,Dubai,London,7269,25.7,Air Freight,4603.79,6.96
4072,New York,New York,8091,15.45,Ship,4013.04,3.83
4073,Toronto,Dubai,4569,31.47,Cargo Van,1728.37,4.8
4074,Singapore,Singapore,1104,90.41,Cargo Van,6057.23,9.42
4075,Dubai,Singapore,7281,80.58,Ship,7775.19,2.64
4076,Mumbai,Sydney,1331,11.58,Air Freight,1129.42,1.83
4077,New York,Dubai,9188,14.6,Ship,5278.86,7.74
4078,Berlin,Berlin,1211,14.63,Cargo Van,3449.62,1.99
4079,Mumbai,Dubai,402,33.21,Air Freight,1782.91,2.37
4080,Toronto,Mumbai,11803,18.59,Air Freight,6438.77,4.51
4081,New York,New York,11048,11.45,Cargo Van,5806.8,6.84
4082,Mumbai,Singapore,1878,72.58,Air Freight,5477.57,9.23
4083,Toronto,Singapore,6850,66.0,Air Freight,5972.71,9.71
4084,Dubai,Dubai,9152,94.75,Truck,3572.48,3.68
4085,Berlin,Toronto,2728,24.95,Truck,5363.21,4.07
4086,Dubai,Mumbai,7191,69.05,Ship,5721.64,4.75
4087,London,Singapore,4249,22.33,Air Freight,6292.95,6.14
4088,Toronto,Toronto,6765,42.76,Ship,900.63,1.84
4089,Dubai,Berlin,6726,89.9,Air Freight,3042.44,8.45
4090,Singapore,Berlin,345,57.85,Ship,3584.91,9.52
4091,Dubai,Dubai,4466,62.26,Ship,3906.97,1.39
4092,Dubai,Singapore,10245,10.47,Air Freight,4348.48,8.33
4093,Singapore,Sydney,2493,88.54,Cargo Van,806.4,4.48
4094,Mumbai,Berlin,2714,80.98,Cargo Van,3990.7,2.54
4095,Sydney,Berlin,11146,88.3,Air Freight,6228.28,3.75
4096,New York,Mumbai,11247,73.12,Air Freight,1531.75,3.35
4097,Sydney,Dubai,3796,41.86,Cargo Van,3177.2,6.17
4098,London,Mumbai,9096,55.95,Ship,4574.81,9.45
4099,Singapore,Dubai,5800,4.15,Ship,495.6,3.49
4100,Dubai,New York,2284,72.6,Ship,4548.44,2.7
4101,Sydney,Mumbai,1429,41.1,Ship,6204.92,2.55
4102,Toronto,Berlin,6171,30.12,Cargo Van,423.57,7.14
4103,Mumbai,Singapore,2377,24.16,Cargo Van,2574.15,6.85
4104,Singapore,New York,10097,93.64,Cargo Van,4201.21,5.74
4105,New York,Mumbai,7940,72.93,Cargo Van,4853.22,4.25
4106,Berlin,Dubai,10665,14.23,Ship,4019.91,6.82
4107,Dubai,Dubai,880,70.97,Ship,5999.13,7.81
4108,London,Singapore,2319,32.15,Cargo Van,1302.67,9.27
4109,Berlin,Mumbai,899,8.61,Truck,1350.57,8.6
4110,Singapore,New York,3918,77.72,Ship,6339.73,3.5
4111,New York,London,11606,6.65,Ship,3719.95,9.16
4112,Toronto,Mumbai,6934,49.56,Truck,3265.28,1.12
4113,New York,New York,7855,77.46,Ship,5301.2,2.39
4114,London,New York,3542,49.6,Air Freight,2955.92,5.84
4115,Toronto,London,10950,85.71,Cargo Van,257.69,3.41
4116,Singapore,New York,7773,26.19,Cargo Van,6899.14,8.32
4117,London,Berlin,5619,46.74,Ship,1361.38,8.3
4118,Mumbai,London,11458,88.17,Air Freight,3525.84,8.08
4119,Sydney,Mumbai,11538,88.23,Air Freight,2348.38,5.91
4120,Singapore,London,471,52.17,Cargo Van,677.03,2.93
4121,Sydney,Dubai,1089,18.11,Cargo Van,968.0,9.56
4122,London,Mumbai,3430,71.9,Cargo Van,460.13,4.37
4123,London,London,2584,66.4,Ship,3555.19,8.96
4124,Sydney,Berlin,4522,61.92,Truck,1292.42,4.65
4125,Singapore,Dubai,7158,11.62,Cargo Van,1516.56,8.07
4126,Toronto,Berlin,337,35.12,Cargo Van,2058.73,4.88
4127,New York,Dubai,2159,36.24,Air Freight,6368.66,3.63
4128,New York,Berlin,4004,77.16,Ship,4980.3,4.7
4129,Dubai,Dubai,11879,66.41,Cargo Van,4560.19,6.12
4130,Berlin,New York,6247,2.16,Truck,7145.7,8.81
4131,Sydney,Berlin,9319,93.59,Truck,559.81,8.08
4132,Toronto,Singapore,10735,50.76,Air Freight,7121.76,2.37
4133,Berlin,Dubai,7100,28.13,Air Freight,4960.24,5.31
4134,Singapore,Dubai,10105,78.89,Air Freight,7246.36,2.32
4135,Singapore,Singapore,3163,67.25,Truck,4138.01,7.8
4136,New York,London,5239,41.53,Cargo Van,2645.18,1.75
4137,Berlin,Dubai,4148,71.21,Truck,1625.86,5.9
4138,Toronto,Mumbai,3046,9.24,Air Freight,4933.02,9.31
4139,Dubai,Singapore,5308,8.37,Ship,5277.89,8.89
4140,Singapore,Toronto,7222,70.0,Ship,2872.37,7.12
4141,Mumbai,Berlin,2568,38.2,Air Freight,7627.44,2.34
4142,London,Mumbai,8899,34.3,Ship,6054.94,2.29
4143,Dubai,Berlin,1922,36.37,Cargo Van,6740.64,8.14
4144,Berlin,London,8302,25.68,Ship,4404.27,3.42
4145,Sydney,London,3483,91.46,Cargo Van,5757.55,3.17
4146,Dubai,Sydney,5399,36.77,Ship,3553.2,9.73
4147,Sydney,Berlin,8813,57.54,Ship,7521.03,7.61
4148,Singapore,London,6523,83.75,Air Freight,2792.63,6.03
4149,Dubai,Singapore,8437,23.37,Cargo Van,1356.99,8.3
4150,Berlin,Mumbai,2670,68.28,Truck,5399.34,7.63
4151,Sydney,Toronto,8209,71.98,Ship,3235.49,8.97
4152,Mumbai,Toronto,6244,95.14,Cargo Van,3105.44,4.48
4153,Toronto,Berlin,755,57.08,Ship,4305.09,7.21
4154,London,Singapore,3308,79.01,Air Freight,6966.35,7.9
4155,Toronto,Berlin,9846,86.19,Air Freight,4367.76,4.14
4156,New York,Berlin,2020,16.42,Cargo Van,785.23,3.13
4157,Dubai,Dubai,1248,89.11,Ship,7302.97,4.84
4158,Toronto,Berlin,7540,42.46,Ship,7832.96,8.76
4159,Singapore,Berlin,11393,52.63,Cargo Van,3573.85,4.49
4160,Sydney,Toronto,1062,86.24,Ship,1551.98,7.48
4161,Dubai,Berlin,2732,43.96,Truck,4260.83,5.61
4162,Toronto,Mumbai,10704,95.98,Truck,3496.15,5.46
4163,Dubai,New York,11260,12.4,Air Freight,1504.93,9.65
4164,Sydney,Mumbai,6091,57.37,Cargo Van,3273.95,9.87
4165,Dubai,New York,7505,61.02,Truck,1549.31,9.76
4166,Sydney,Singapore,6421,57.33,Air Freight,6745.66,1.53
4167,Toronto,Singapore,3991,71.95,Air Freight,2681.97,8.35
4168,Singapore,Toronto,6819,50.94,Cargo Van,3118.34,9.21
4169,London,New York,9968,75.98,Ship,6054.53,2.25
4170,Dubai,Dubai,6574,46.22,Cargo Van,3680.45,3.97
4171,New York,New York,3319,81.44,Ship,2681.36,4.95
4172,Singapore,London,9551,27.97,Air Freight,1589.53,8.5
4173,New York,Dubai,11666,77.85,Cargo Van,509.77,9.54
4174,Dubai,Toronto,9370,14.3,Air Freight,6531.02,6.18
4175,New York,Dubai,9734,47.42,Ship,3823.54,7.39
4176,Berlin,London,8826,79.64,Truck,1620.42,3.44
4177,Dubai,Dubai,1066,6.75,Cargo Van,4635.11,1.52
4178,Mumbai,Singapore,6493,46.81,Cargo Van,5133.34,2.91
4179,New York,Dubai,3405,19.14,Cargo Van,1820.6,6.18
4180,Dubai,Berlin,6052,40.83,Cargo Van,5824.78,1.61
4181,Berlin,Toronto,6834,15.84,Cargo Van,6998.06,8.7
4182,Sydney,Mumbai,2246,78.85,Truck,919.52,3.4
4183,Mumbai,Berlin,10412,79.5,Truck,1790.81,9.85
4184,New York,Toronto,7911,84.68,Truck,1089.7,2.17
4185,Dubai,Berlin,4974,19.27,Ship,6279.06,3.63
4186,Dubai,Berlin,706,82.59,Air Freight,6168.86,2.08
4187,Sydney,Mumbai,10642,92.26,Truck,5602.7,4.16
4188,Berlin,Berlin,1758,84.77,Air Freight,5385.89,9.69
4189,Singapore,Sydney,1864,51.23,Ship,6882.2,2.49
4190,New York,London,9628,66.28,Cargo Van,6958.03,9.29
4191,London,Singapore,4437,63.46,Air Freight,1580.25,5.3
4192,London,New York,10279,10.86,Cargo Van,3422.01,1.95
4193,New York,London,5961,70.33,Cargo Van,5252.1,3.62
4194,Sydney,Berlin,1809,64.88,Air Freight,884.17,1.35
4195,Mumbai,Singapore,8727,16.66,Cargo Van,4785.94,2.71
4196,Berlin,Sydney,6634,88.44,Air Freight,7471.5,2.13
4197,New York,Berlin,8519,35.63,Ship,6744.29,8.12
4198,London,Singapore,3919,58.87,Ship,4889.78,8.22
4199,Mumbai,New York,2540,81.64,Ship,5351.03,1.07
4200,Sydney,Berlin,250,55.52,Air Freight,4717.88,2.61
4201,Dubai,London,3104,85.59,Truck,960.71,7.02
4202,Singapore,Dubai,5571,18.35,Ship,2547.42,2.26
4203,Singapore,New York,5208,56.44,Cargo Van,5407.77,1.65
4204,Berlin,Sydney,603,87.06,Ship,5470.5,1.71
4205,Dubai,Sydney,5060,33.32,Truck,984.14,7.02
4206,London,Sydney,4776,60.38,Air Freight,270.35,1.91
4207,London,Mumbai,5017,11.48,Truck,6961.45,6.27
4208,New York,Dubai,7398,38.47,Ship,891.51,8.14
4209,London,Toronto,7133,60.84,Cargo Van,7973.81,7.63
4210,New York,London,2292,57.77,Truck,6938.26,4.79
4211,Toronto,Berlin,2614,11.46,Air Freight,1021.78,4.46
4212,Toronto,Dubai,8098,82.44,Cargo Van,4387.18,3.35
4213,Toronto,Mumbai,1983,91.3,Air Freight,5217.17,3.51
4214,Berlin,Berlin,9929,68.48,Ship,5481.4,8.09
4215,Dubai,Dubai,4059,6.38,Cargo Van,4266.89,3.53
4216,Dubai,London,2919,42.32,Ship,3438.69,7.56
4217,New York,Sydney,9900,11.62,Truck,7654.23,3.65
4218,Toronto,Dubai,2930,65.43,Truck,3541.49,9.89
4219,London,Toronto,6314,68.63,Ship,4688.19,7.85
4220,Dubai,Sydney,2641,25.26,Truck,3000.54,4.92
4221,Mumbai,London,7220,5.7,Cargo Van,2937.06,7.55
4222,Sydney,New York,10361,87.39,Air Freight,1231.67,3.43
4223,Mumbai,Dubai,10053,21.98,Cargo Van,4324.71,6.13
4224,Berlin,Berlin,10230,38.49,Air Freight,6396.75,3.79
4225,London,Berlin,11395,52.63,Truck,2802.32,5.55
4226,Berlin,Sydney,6986,39.43,Ship,7047.97,6.9
4227,Dubai,Mumbai,7037,68.93,Cargo Van,4357.85,3.37
4228,Sydney,Berlin,11736,74.53,Cargo Van,806.95,8.3
4229,London,Mumbai,2080,82.02,Ship,5602.61,2.61
4230,Singapore,Berlin,970,59.19,Air Freight,2450.13,3.59
4231,Sydney,Sydney,5638,42.94,Ship,5115.77,4.18
4232,Sydney,New York,6463,87.65,Ship,7563.48,4.4
4233,Dubai,New York,8039,45.22,Truck,4632.65,4.55
4234,Berlin,New York,2178,33.82,Truck,3819.81,7.39
4235,Sydney,Mumbai,1442,30.14,Cargo Van,6652.8,8.27
4236,Sydney,Mumbai,8296,41.98,Cargo Van,6953.76,4.89
4237,New York,Sydney,1563,95.41,Air Freight,1361.45,2.71
4238,Toronto,New York,1497,55.64,Air Freight,7397.04,1.1
4239,Sydney,Toronto,4197,20.82,Cargo Van,6977.49,3.59
4240,Toronto,Mumbai,5852,13.15,Ship,893.82,9.8
4241,Singapore,Dubai,6340,59.14,Air Freight,4492.36,2.93
4242,Singapore,Toronto,6344,90.54,Ship,5311.42,1.3
4243,Mumbai,Toronto,1276,90.47,Air Freight,6869.71,2.99
4244,Toronto,Dubai,7371,89.11,Cargo Van,4444.08,7.62
4245,Singapore,Mumbai,1457,90.7,Ship,6031.23,1.11
4246,Sydney,Dubai,2868,35.73,Cargo Van,3735.71,7.26
4247,London,Sydney,249,78.88,Truck,2726.81,4.06
4248,Singapore,Berlin,3760,71.4,Truck,7331.57,7.38
4249,Dubai,Toronto,7870,28.57,Truck,2341.82,7.72
4250,Mumbai,Berlin,8199,12.74,Ship,4832.75,6.66
4251,London,Mumbai,2082,11.56,Truck,4379.42,1.04
4252,London,Toronto,2988,47.18,Air Freight,4869.1,8.3
4253,New York,Singapore,11616,43.62,Air Freight,5847.11,1.04
4254,Singapore,Toronto,10838,60.66,Cargo Van,4089.95,4.36
4255,New York,New York,7954,4.95,Ship,4933.51,9.37
4256,Dubai,Toronto,7170,52.78,Air Freight,7684.66,6.83
4257,Mumbai,Singapore,11834,29.55,Truck,7016.38,7.24
4258,New York,Toronto,3637,43.36,Truck,3653.19,4.56
4259,Singapore,New York,5652,77.36,Air Freight,313.73,3.02
4260,London,Singapore,1818,38.25,Air Freight,3733.69,6.33
4261,Berlin,Dubai,67,56.67,Cargo Van,3815.6,1.46
4262,Sydney,London,5501,35.24,Ship,3689.54,7.8
4263,Sydney,Sydney,347,22.52,Truck,6820.47,8.37
4264,Berlin,Singapore,2724,90.42,Ship,6856.35,6.86
4265,Sydney,Toronto,4856,80.49,Air Freight,3760.04,5.95
4266,Singapore,Sydney,4658,24.7,Cargo Van,3346.59,8.01
4267,New York,Berlin,8107,45.9,Air Freight,1858.45,7.56
4268,Sydney,Dubai,4528,78.36,Truck,1510.65,3.03
4269,New York,Dubai,6500,51.33,Truck,4492.22,4.79
4270,Toronto,London,5458,52.01,Ship,5140.16,5.96
4271,Mumbai,Mumbai,4102,62.09,Truck,5709.99,6.3
4272,London,Berlin,114,70.17,Cargo Van,4712.99,8.58
4273,New York,Singapore,5359,94.56,Air Freight,5730.13,7.24
4274,Singapore,Dubai,4395,73.24,Cargo Van,1970.04,8.12
4275,Berlin,Sydney,11316,33.59,Truck,6131.01,1.49
4276,Berlin,Sydney,9307,4.85,Air Freight,3670.59,2.1
4277,Toronto,Dubai,4229,11.6,Cargo Van,3452.13,7.97
4278,Mumbai,Toronto,3253,27.29,Air Freight,3281.5,9.66
4279,Singapore,Sydney,2612,88.1,Cargo Van,2969.87,5.58
4280,Singapore,New York,10521,72.17,Air Freight,2179.7,2.08
4281,Sydney,Toronto,5692,24.34,Air Freight,6506.72,7.49
4282,New York,Toronto,5317,80.54,Truck,1481.51,8.03
4283,Berlin,Mumbai,2148,12.41,Air Freight,7395.66,7.43
4284,New York,Mumbai,6178,50.08,Truck,3834.32,8.12
4285,Berlin,Singapore,1940,61.85,Air Freight,1375.1,4.1
4286,Berlin,Dubai,6084,85.58,Truck,3123.71,2.66
4287,Toronto,Dubai,1195,86.87,Cargo Van,282.95,8.34
4288,Mumbai,Dubai,10682,15.81,Truck,1482.04,7.06
4289,Berlin,Toronto,5178,50.22,Ship,6909.64,1.29
4290,Singapore,Berlin,10207,77.64,Truck,2201.74,2.2
4291,Toronto,Dubai,1974,25.4,Truck,4280.46,6.23
4292,Mumbai,Berlin,10626,33.33,Truck,3782.67,9.29
4293,Toronto,Singapore,2157,24.78,Air Freight,2740.47,3.89
4294,Mumbai,Singapore,6864,35.05,Truck,7245.91,8.29
4295,Dubai,New York,7475,25.01,Cargo Van,6445.55,7.85
4296,Singapore,Toronto,11577,11.5,Truck,3627.09,7.96
4297,Sydney,Singapore,2801,7.52,Truck,1716.13,6.06
4298,New York,London,4977,2.06,Ship,4661.93,5.13
4299,Dubai,Sydney,8234,34.45,Ship,6162.9,7.36
4300,Mumbai,Mumbai,9437,58.97,Air Freight,6313.98,7.53
4301,London,Dubai,11114,90.2,Air Freight,2098.97,2.59
4302,Berlin,Mumbai,2850,61.67,Truck,6466.84,4.56
4303,Toronto,Sydney,5127,7.11,Ship,1864.29,2.79
4304,London,Dubai,6203,90.62,Air Freight,7504.65,5.49
4305,Toronto,Sydney,3719,64.01,Cargo Van,3911.83,2.6
4306,London,Dubai,3638,31.51,Truck,725.74,5.53
4307,Berlin,Berlin,2558,37.36,Cargo Van,6056.94,8.38
4308,New York,New York,1754,31.96,Air Freight,7729.02,6.26
